itinerary_id,cabin_class,stop_count,duration_in_hours,one_way_price_candollar,marketing_airline,operating_airline
18467-2509110820--31722-0-10968-2509111042,economy,0,3.37,431,United Airlines,Air Canada
18467-2509111635--31722-0-10968-2509111857,economy,0,3.37,431,United Airlines,Air Canada
18467-2509111440--32573-0-10968-2509111705,economy,0,3.42,431,American Airlines,American Airlines
18467-2509110829--32573-0-10968-2509111054,economy,0,3.42,431,American Airlines,American Airlines
18467-2509111840--32573-0-10968-2509112105,economy,0,3.42,431,American Airlines,American Airlines
18467-2509110900--31722-1-10968-2509111311,economy,1,1.92,453,United Airlines,United Airlines
18467-2509110900--31722-1-10968-2509111311,economy,1,2.43,453,United Airlines,United Airlines
18467-2509110745--32385-1-10968-2509111215,economy,1,2.25,440,Delta Air Lines,Delta Air Lines
18467-2509110745--32385-1-10968-2509111215,economy,1,2.25,440,Delta Air Lines,Delta Air Lines
18467-2509111320--32385-1-10968-2509111833,economy,1,2.28,440,Delta Air Lines,Delta Air Lines
18467-2509111320--32385-1-10968-2509111833,economy,1,2.3,440,Delta Air Lines,Delta Air Lines
18467-2509110600--32385-1-10968-2509111015,premium_economy,1,2.33,608,Delta Air Lines,Delta Air Lines
18467-2509110600--32385-1-10968-2509111015,premium_economy,1,2.25,608,Delta Air Lines,Delta Air Lines
18467-2509111320--32385-1-10910-2509111749,premium_economy,1,2.28,608,Delta Air Lines,Delta Air Lines
18467-2509110745--32385-1-10968-2509111215,premium_economy,1,2.25,608,Delta Air Lines,Delta Air Lines
18467-2509110745--32385-1-10968-2509111215,premium_economy,1,2.25,608,Delta Air Lines,Delta Air Lines
18467-2509111710--32385-1-10968-2509112211,premium_economy,1,2.28,608,Delta Air Lines,Delta Air Lines
18467-2509111710--32385-1-10968-2509112211,premium_economy,1,2.27,608,Delta Air Lines,Delta Air Lines
18467-2509111320--32385-1-10968-2509111833,premium_economy,1,2.28,608,Delta Air Lines,Delta Air Lines
18467-2509111320--32385-1-10968-2509111833,premium_economy,1,2.3,608,Delta Air Lines,Delta Air Lines
18467-2509110820--32695-0-10968-2509111042,business,0,3.37,598,Air Canada,Air Canada
18467-2509111635--32695-0-10968-2509111857,business,0,3.37,846,Air Canada,Air Canada
18467-2509111440--32573-0-10968-2509111705,business,0,3.42,560,American Airlines,American Airlines
18467-2509110829--32573-0-10968-2509111054,business,0,3.42,560,American Airlines,American Airlines
18467-2509111840--32573-0-10968-2509112105,business,0,3.42,560,American Airlines,American Airlines
18467-2509110900--32695-1-10968-2509111311,business,1,1.92,1587,Air Canada,United Airlines
18467-2509110900--32695-1-10968-2509111311,business,1,2.43,1587,Air Canada,United Airlines
18467-2509111400--32695-1-10968-2509111826,business,1,1.9,1109,Air Canada,Air Canada
18467-2509111400--32695-1-10968-2509111826,business,1,2.57,1109,Air Canada,United Airlines
18467-2509111000--32695-1-10968-2509111519,business,1,1.88,1109,Air Canada,Jazz Aviation
18467-2509111000--32695-1-10968-2509111519,business,1,2.57,1109,Air Canada,United Airlines
18467-2509111200--32695-1-10968-2509111826,business,1,1.9,1109,Air Canada,Air Canada
18467-2509111200--32695-1-10968-2509111826,business,1,2.57,1109,Air Canada,United Airlines
18467-2509110815--32695-1-10968-2509111519,business,1,1.88,1109,Air Canada,Jazz Aviation
18467-2509110815--32695-1-10968-2509111519,business,1,2.57,1109,Air Canada,United Airlines
18467-2509110820--31722-0-10968-2509111042,first,0,3.37,599,United Airlines,Air Canada
18467-2509111635--31722-0-10968-2509111857,first,0,3.37,846,United Airlines,Air Canada
18467-2509110600--32385-1-10968-2509111015,first,1,2.33,797,Delta Air Lines,Delta Air Lines
18467-2509110600--32385-1-10968-2509111015,first,1,2.25,797,Delta Air Lines,Delta Air Lines
18467-2509111130--32573-1-10968-2509111555,first,1,1.92,830,American Airlines,Envoy Air
18467-2509111130--32573-1-10968-2509111555,first,1,2.58,830,American Airlines,American Airlines
18467-2509110745--32385-1-10968-2509111215,first,1,2.25,797,Delta Air Lines,Delta Air Lines
18467-2509110745--32385-1-10968-2509111215,first,1,2.25,797,Delta Air Lines,Delta Air Lines
18467-2509121440--32573-0-10968-2509121705,economy,0,3.42,431,American Airlines,American Airlines
18467-2509120829--32573-0-10968-2509121054,economy,0,3.42,431,American Airlines,American Airlines
18467-2509121840--32573-0-10968-2509122105,economy,0,3.42,431,American Airlines,American Airlines
18467-2509120600--32385-1-10968-2509121015,economy,1,2.33,440,Delta Air Lines,Delta Air Lines
18467-2509120600--32385-1-10968-2509121015,economy,1,2.25,440,Delta Air Lines,Delta Air Lines
18467-2509121320--32385-1-10968-2509121833,economy,1,2.28,440,Delta Air Lines,Delta Air Lines
18467-2509121320--32385-1-10968-2509121833,economy,1,2.3,440,Delta Air Lines,Delta Air Lines
18467-2509120745--32385-1-10968-2509121421,economy,1,2.25,440,Delta Air Lines,Delta Air Lines
18467-2509120745--32385-1-10968-2509121421,economy,1,2.22,440,Delta Air Lines,Delta Air Lines
18467-2509120600--32385-1-10968-2509121015,premium_economy,1,2.33,608,Delta Air Lines,Delta Air Lines
18467-2509120600--32385-1-10968-2509121015,premium_economy,1,2.25,608,Delta Air Lines,Delta Air Lines
18467-2509121320--32385-1-10910-2509121749,premium_economy,1,2.28,608,Delta Air Lines,Delta Air Lines
18467-2509121855--32385-1-10910-2509122338,premium_economy,1,2.35,608,Delta Air Lines,Delta Air Lines
18467-2509121710--32385-1-10968-2509122211,premium_economy,1,2.28,608,Delta Air Lines,Delta Air Lines
18467-2509121710--32385-1-10968-2509122211,premium_economy,1,2.27,608,Delta Air Lines,Delta Air Lines
18467-2509121855--32385-1-10968-2509130001,premium_economy,1,2.35,608,Delta Air Lines,Delta Air Lines
18467-2509121855--32385-1-10968-2509130001,premium_economy,1,2.27,608,Delta Air Lines,Delta Air Lines
18467-2509121320--32385-1-10968-2509121833,premium_economy,1,2.28,608,Delta Air Lines,Delta Air Lines
18467-2509121320--32385-1-10968-2509121833,premium_economy,1,2.3,608,Delta Air Lines,Delta Air Lines
18467-2509121130--32385-1-10968-2509121647,premium_economy,1,2.23,645,Delta Air Lines,Delta Air Lines
18467-2509121130--32385-1-10968-2509121647,premium_economy,1,2.28,645,Delta Air Lines,Delta Air Lines
18467-2509120820--32695-0-10968-2509121042,business,0,3.37,598,Air Canada,Air Canada
18467-2509121635--32695-0-10968-2509121857,business,0,3.37,1088,Air Canada,Air Canada
18467-2509120829--32573-0-10968-2509121054,business,0,3.42,560,American Airlines,American Airlines
18467-2509121840--32573-0-10968-2509122105,business,0,3.42,560,American Airlines,American Airlines
18467-2509121440--32573-0-10968-2509121705,business,0,3.42,672,American Airlines,American Airlines
18467-2509120900--32695-1-10968-2509121311,business,1,1.92,1587,Air Canada,United Airlines
18467-2509120900--32695-1-10968-2509121311,business,1,2.43,1587,Air Canada,United Airlines
18467-2509121400--32695-1-10968-2509121826,business,1,1.9,1109,Air Canada,Air Canada
18467-2509121400--32695-1-10968-2509121826,business,1,2.57,1109,Air Canada,United Airlines
18467-2509120700--32695-1-10968-2509121150,business,1,1.92,867,Air Canada,United Airlines
18467-2509120700--32695-1-10968-2509121150,business,1,2.53,867,Air Canada,United Airlines
18467-2509120815--32695-1-10968-2509121311,business,1,1.88,1109,Air Canada,Jazz Aviation
18467-2509120815--32695-1-10968-2509121311,business,1,2.43,1109,Air Canada,United Airlines
18467-2509121300--32695-1-10968-2509121826,business,1,2.05,1109,Air Canada,Republic Airline United Express
18467-2509121300--32695-1-10968-2509121826,business,1,2.57,1109,Air Canada,United Airlines
18467-2509120820--31722-0-10968-2509121042,first,0,3.37,599,United Airlines,Air Canada
18467-2509121635--31722-0-10968-2509121857,first,0,3.37,1056,United Airlines,Air Canada
18467-2509120600--32385-1-10968-2509121015,first,1,2.33,797,Delta Air Lines,Delta Air Lines
18467-2509120600--32385-1-10968-2509121015,first,1,2.25,797,Delta Air Lines,Delta Air Lines
18467-2509121841--32573-1-10968-2509122306,first,1,1.9,609,American Airlines,Envoy Air
18467-2509121841--32573-1-10968-2509122306,first,1,2.6,609,American Airlines,American Airlines
18467-2509131635--31722-0-10968-2509131857,economy,0,3.37,431,United Airlines,Air Canada
18467-2509130820--31722-0-10968-2509131042,economy,0,3.37,431,United Airlines,Air Canada
18467-2509131440--32573-0-10968-2509131705,economy,0,3.42,431,American Airlines,American Airlines
18467-2509130829--32573-0-10968-2509131054,economy,0,3.42,431,American Airlines,American Airlines
18467-2509131840--32573-0-10968-2509132105,economy,0,3.42,431,American Airlines,American Airlines
18467-2509131130--32573-1-10968-2509131555,economy,1,1.92,453,American Airlines,Envoy Air
18467-2509131130--32573-1-10968-2509131555,economy,1,2.58,453,American Airlines,American Airlines
18467-2509131130--32385-1-10968-2509131647,economy,1,2.23,440,Delta Air Lines,Delta Air Lines
18467-2509131130--32385-1-10968-2509131647,economy,1,2.28,440,Delta Air Lines,Delta Air Lines
18467-2509130600--32385-1-10968-2509131015,premium_economy,1,2.33,608,Delta Air Lines,Delta Air Lines
18467-2509130600--32385-1-10968-2509131015,premium_economy,1,2.25,608,Delta Air Lines,Delta Air Lines
18467-2509131320--32385-1-10910-2509131749,premium_economy,1,2.28,608,Delta Air Lines,Delta Air Lines
18467-2509130745--32385-1-10968-2509131215,premium_economy,1,2.25,608,Delta Air Lines,Delta Air Lines
18467-2509130745--32385-1-10968-2509131215,premium_economy,1,2.25,608,Delta Air Lines,Delta Air Lines
18467-2509131855--32385-1-10910-2509132338,premium_economy,1,2.35,608,Delta Air Lines,Delta Air Lines
18467-2509131710--32385-1-10968-2509132211,premium_economy,1,2.28,608,Delta Air Lines,Delta Air Lines
18467-2509131710--32385-1-10968-2509132211,premium_economy,1,2.27,608,Delta Air Lines,Delta Air Lines
18467-2509131320--32385-1-10968-2509131833,premium_economy,1,2.28,608,Delta Air Lines,Delta Air Lines
18467-2509131320--32385-1-10968-2509131833,premium_economy,1,2.3,608,Delta Air Lines,Delta Air Lines
18467-2509131130--32385-1-10968-2509131647,premium_economy,1,2.23,608,Delta Air Lines,Delta Air Lines
18467-2509131130--32385-1-10968-2509131647,premium_economy,1,2.28,608,Delta Air Lines,Delta Air Lines
18467-2509130820--32695-0-10968-2509131042,business,0,3.37,598,Air Canada,Air Canada
18467-2509131635--32695-0-10968-2509131857,business,0,3.37,598,Air Canada,Air Canada
18467-2509131440--32573-0-10968-2509131705,business,0,3.42,560,American Airlines,American Airlines
18467-2509130829--32573-0-10968-2509131054,business,0,3.42,560,American Airlines,American Airlines
18467-2509131840--32573-0-10968-2509132105,business,0,3.42,560,American Airlines,American Airlines
18467-2509130700--32695-1-10968-2509131150,business,1,1.92,867,Air Canada,United Airlines
18467-2509130700--32695-1-10968-2509131150,business,1,2.53,867,Air Canada,United Airlines
18467-2509130815--32695-1-10968-2509131311,business,1,1.88,867,Air Canada,Jazz Aviation
18467-2509130815--32695-1-10968-2509131311,business,1,2.43,867,Air Canada,United Airlines
18467-2509131000--32695-1-10968-2509131519,business,1,1.88,620,Air Canada,Jazz Aviation
18467-2509131000--32695-1-10968-2509131519,business,1,2.57,620,Air Canada,United Airlines
18467-2509130900--32695-1-10968-2509131519,business,1,1.92,867,Air Canada,United Airlines
18467-2509130900--32695-1-10968-2509131519,business,1,2.57,867,Air Canada,United Airlines
18467-2509130815--32695-1-10968-2509131519,business,1,1.88,620,Air Canada,Jazz Aviation
18467-2509130815--32695-1-10968-2509131519,business,1,2.57,620,Air Canada,United Airlines
18467-2509130820--31722-0-10968-2509131042,first,0,3.37,599,United Airlines,Air Canada
18467-2509131635--31722-0-10968-2509131857,first,0,3.37,599,United Airlines,Air Canada
18467-2509130600--32385-1-10968-2509131015,first,1,2.33,797,Delta Air Lines,Delta Air Lines
18467-2509130600--32385-1-10968-2509131015,first,1,2.25,797,Delta Air Lines,Delta Air Lines
18467-2509131130--32573-1-10968-2509131555,first,1,1.92,582,American Airlines,Envoy Air
18467-2509131130--32573-1-10968-2509131555,first,1,2.58,582,American Airlines,American Airlines
18467-2509131310--32573-1-10968-2509131744,first,1,1.92,582,American Airlines,Envoy Air
18467-2509131310--32573-1-10968-2509131744,first,1,2.48,582,American Airlines,American Airlines
18467-2509130630--32573-1-10968-2509131121,first,1,1.92,582,American Airlines,Envoy Air
18467-2509130630--32573-1-10968-2509131121,first,1,2.43,582,American Airlines,American Airlines
18467-2509141440--32573-0-10968-2509141705,economy,0,3.42,453,American Airlines,American Airlines
18467-2509140829--32573-0-10968-2509141054,economy,0,3.42,453,American Airlines,American Airlines
18467-2509141840--32573-0-10968-2509142105,economy,0,3.42,453,American Airlines,American Airlines
18467-2509140600--31679-1-10968-2509141015,economy,1,2.33,491,Westjet,Delta Air Lines
18467-2509140600--31679-1-10968-2509141015,economy,1,2.25,491,Westjet,Delta Air Lines
18467-2509140600--31679-1-10910-2509141115,economy,1,2.33,531,Westjet,Delta Air Lines
18467-2509140600--32385-1-10968-2509141015,premium_economy,1,2.33,807,Delta Air Lines,Delta Air Lines
18467-2509140600--32385-1-10968-2509141015,premium_economy,1,2.25,807,Delta Air Lines,Delta Air Lines
18467-2509141320--32385-1-10910-2509141749,premium_economy,1,2.28,860,Delta Air Lines,Delta Air Lines
18467-2509140745--32385-1-10968-2509141215,premium_economy,1,2.25,744,Delta Air Lines,Delta Air Lines
18467-2509140745--32385-1-10968-2509141215,premium_economy,1,2.25,744,Delta Air Lines,Delta Air Lines
18467-2509141855--32385-1-10910-2509142338,premium_economy,1,2.35,807,Delta Air Lines,Delta Air Lines
18467-2509141710--32385-1-10968-2509142211,premium_economy,1,2.28,860,Delta Air Lines,Delta Air Lines
18467-2509141710--32385-1-10968-2509142211,premium_economy,1,2.27,860,Delta Air Lines,Delta Air Lines
18467-2509141855--32385-1-10968-2509150001,premium_economy,1,2.35,807,Delta Air Lines,Delta Air Lines
18467-2509141855--32385-1-10968-2509150001,premium_economy,1,2.27,807,Delta Air Lines,Delta Air Lines
18467-2509140820--32695-0-10968-2509141042,business,0,3.37,846,Air Canada,Air Canada
18467-2509141635--32695-0-10968-2509141857,business,0,3.37,846,Air Canada,Air Canada
18467-2509140829--32573-0-10968-2509141054,business,0,3.42,583,American Airlines,American Airlines
18467-2509141840--32573-0-10968-2509142105,business,0,3.42,583,American Airlines,American Airlines
18467-2509141440--32573-0-10968-2509141705,business,0,3.42,830,American Airlines,American Airlines
18467-2509140900--32695-1-10968-2509141311,business,1,1.92,1587,Air Canada,United Airlines
18467-2509140900--32695-1-10968-2509141311,business,1,2.43,1587,Air Canada,United Airlines
18467-2509141400--32695-1-10968-2509141826,business,1,1.9,1587,Air Canada,Air Canada
18467-2509141400--32695-1-10968-2509141826,business,1,2.57,1587,Air Canada,United Airlines
18467-2509140700--32695-1-10968-2509141150,business,1,1.92,1587,Air Canada,United Airlines
18467-2509140700--32695-1-10968-2509141150,business,1,2.53,1587,Air Canada,United Airlines
18467-2509140815--32695-1-10968-2509141311,business,1,1.88,1587,Air Canada,Jazz Aviation
18467-2509140815--32695-1-10968-2509141311,business,1,2.43,1587,Air Canada,United Airlines
18467-2509141300--32695-1-10968-2509141826,business,1,2.05,1587,Air Canada,Republic Airline United Express
18467-2509141300--32695-1-10968-2509141826,business,1,2.57,1587,Air Canada,United Airlines
18467-2509141635--31722-0-10968-2509141857,first,0,3.37,846,United Airlines,Air Canada
18467-2509140820--31722-0-10968-2509141042,first,0,3.37,846,United Airlines,Air Canada
18467-2509141320--32385-1-10910-2509141749,first,1,2.28,1049,Delta Air Lines,Delta Air Lines
18467-2509151440--32573-0-10968-2509151705,economy,0,3.42,431,American Airlines,American Airlines
18467-2509150829--32573-0-10968-2509151054,economy,0,3.42,431,American Airlines,American Airlines
18467-2509151840--32573-0-10968-2509152105,economy,0,3.42,431,American Airlines,American Airlines
18467-2509151130--32573-1-10968-2509151555,economy,1,1.92,564,American Airlines,Envoy Air
18467-2509151130--32573-1-10968-2509151555,economy,1,2.58,564,American Airlines,American Airlines
18467-2509151130--32573-1-10968-2509151841,economy,1,1.92,480,American Airlines,Envoy Air
18467-2509151130--32573-1-10968-2509151841,economy,1,2.48,480,American Airlines,American Airlines
18467-2509150600--32385-1-10968-2509151015,premium_economy,1,2.33,744,Delta Air Lines,Delta Air Lines
18467-2509150600--32385-1-10968-2509151015,premium_economy,1,2.25,744,Delta Air Lines,Delta Air Lines
18467-2509151320--32385-1-10910-2509151749,premium_economy,1,2.28,807,Delta Air Lines,Delta Air Lines
18467-2509150745--32385-1-10968-2509151215,premium_economy,1,2.25,860,Delta Air Lines,Delta Air Lines
18467-2509150745--32385-1-10968-2509151215,premium_economy,1,2.25,860,Delta Air Lines,Delta Air Lines
18467-2509151855--32385-1-10910-2509152338,premium_economy,1,2.35,608,Delta Air Lines,Delta Air Lines
18467-2509151855--32385-1-10968-2509160001,premium_economy,1,2.35,608,Delta Air Lines,Delta Air Lines
18467-2509151855--32385-1-10968-2509160001,premium_economy,1,2.27,608,Delta Air Lines,Delta Air Lines
18467-2509151320--32385-1-10968-2509151833,premium_economy,1,2.28,807,Delta Air Lines,Delta Air Lines
18467-2509151320--32385-1-10968-2509151833,premium_economy,1,2.3,807,Delta Air Lines,Delta Air Lines
18467-2509150829--32573-0-10968-2509151054,business,0,3.42,560,American Airlines,American Airlines
18467-2509151840--32573-0-10968-2509152105,business,0,3.42,672,American Airlines,American Airlines
18467-2509151440--32573-0-10968-2509151705,business,0,3.42,808,American Airlines,American Airlines
18467-2509150820--31722-0-10968-2509151042,first,0,3.37,846,United Airlines,Air Canada
18467-2509151635--31722-0-10968-2509151857,first,0,3.37,846,United Airlines,Air Canada
18467-2509151310--32573-1-10968-2509151744,first,1,1.92,830,American Airlines,Envoy Air
18467-2509151310--32573-1-10968-2509151744,first,1,2.48,830,American Airlines,American Airlines
18467-2509150630--32573-1-10968-2509151121,first,1,1.92,830,American Airlines,Envoy Air
18467-2509150630--32573-1-10968-2509151121,first,1,2.43,830,American Airlines,American Airlines
18467-2509161440--32573-0-10968-2509161705,economy,0,3.42,431,American Airlines,American Airlines
18467-2509160829--32573-0-10968-2509161054,economy,0,3.42,431,American Airlines,American Airlines
18467-2509161840--32573-0-10968-2509162105,economy,0,3.42,431,American Airlines,American Airlines
18467-2509161130--32385-1-10968-2509161647,economy,1,2.23,440,Delta Air Lines,Delta Air Lines
18467-2509161130--32385-1-10968-2509161647,economy,1,2.28,440,Delta Air Lines,Delta Air Lines
18467-2509160600--32385-1-10968-2509161015,premium_economy,1,2.33,608,Delta Air Lines,Delta Air Lines
18467-2509160600--32385-1-10968-2509161015,premium_economy,1,2.25,608,Delta Air Lines,Delta Air Lines
18467-2509161320--32385-1-10910-2509161749,premium_economy,1,2.28,608,Delta Air Lines,Delta Air Lines
18467-2509160745--32385-1-10968-2509161215,premium_economy,1,2.25,608,Delta Air Lines,Delta Air Lines
18467-2509160745--32385-1-10968-2509161215,premium_economy,1,2.25,608,Delta Air Lines,Delta Air Lines
18467-2509161855--32385-1-10910-2509162338,premium_economy,1,2.35,608,Delta Air Lines,Delta Air Lines
18467-2509161710--32385-1-10968-2509162211,premium_economy,1,2.28,608,Delta Air Lines,Delta Air Lines
18467-2509161710--32385-1-10968-2509162211,premium_economy,1,2.27,608,Delta Air Lines,Delta Air Lines
18467-2509161320--32385-1-10968-2509161833,premium_economy,1,2.28,608,Delta Air Lines,Delta Air Lines
18467-2509161320--32385-1-10968-2509161833,premium_economy,1,2.3,608,Delta Air Lines,Delta Air Lines
18467-2509161130--32385-1-10968-2509161647,premium_economy,1,2.23,608,Delta Air Lines,Delta Air Lines
18467-2509161130--32385-1-10968-2509161647,premium_economy,1,2.28,608,Delta Air Lines,Delta Air Lines
18467-2509160820--32695-0-10968-2509161042,business,0,3.37,846,Air Canada,Air Canada
18467-2509161635--32695-0-10968-2509161857,business,0,3.37,846,Air Canada,Air Canada
18467-2509161440--32573-0-10968-2509161705,business,0,3.42,560,American Airlines,American Airlines
18467-2509160829--32573-0-10968-2509161054,business,0,3.42,560,American Airlines,American Airlines
18467-2509161840--32573-0-10968-2509162105,business,0,3.42,560,American Airlines,American Airlines
18467-2509160900--32695-1-10968-2509161311,business,1,1.92,1109,Air Canada,United Airlines
18467-2509160900--32695-1-10968-2509161311,business,1,2.43,1109,Air Canada,United Airlines
18467-2509161400--32695-1-10968-2509161826,business,1,1.9,1109,Air Canada,Air Canada
18467-2509161400--32695-1-10968-2509161826,business,1,2.57,1109,Air Canada,United Airlines
18467-2509160815--32695-1-10968-2509161311,business,1,1.88,1109,Air Canada,Jazz Aviation
18467-2509160815--32695-1-10968-2509161311,business,1,2.43,1109,Air Canada,United Airlines
18467-2509161000--32695-1-10968-2509161519,business,1,1.88,1109,Air Canada,Jazz Aviation
18467-2509161000--32695-1-10968-2509161519,business,1,2.57,1109,Air Canada,United Airlines
18467-2509161300--32695-1-10968-2509161826,business,1,2.05,867,Air Canada,Republic Airline United Express
18467-2509161300--32695-1-10968-2509161826,business,1,2.57,867,Air Canada,United Airlines
18467-2509161635--31722-0-10968-2509161857,first,0,3.37,846,United Airlines,Air Canada
18467-2509160820--31722-0-10968-2509161042,first,0,3.37,846,United Airlines,Air Canada
18467-2509161841--32573-1-10968-2509162306,first,1,1.9,582,American Airlines,Envoy Air
18467-2509161841--32573-1-10968-2509162306,first,1,2.6,582,American Airlines,American Airlines
18467-2509161130--32573-1-10968-2509161555,first,1,1.92,694,American Airlines,Envoy Air
18467-2509161130--32573-1-10968-2509161555,first,1,2.58,694,American Airlines,American Airlines
18467-2509160630--32573-1-10968-2509161121,first,1,1.92,582,American Airlines,Envoy Air
18467-2509160630--32573-1-10968-2509161121,first,1,2.43,582,American Airlines,American Airlines
18467-2509171440--32573-0-10968-2509171705,economy,0,3.42,431,American Airlines,American Airlines
18467-2509170829--32573-0-10968-2509171054,economy,0,3.42,431,American Airlines,American Airlines
18467-2509171840--32573-0-10968-2509172105,economy,0,3.42,431,American Airlines,American Airlines
18467-2509171130--32573-1-10968-2509171555,economy,1,1.92,453,American Airlines,Envoy Air
18467-2509171130--32573-1-10968-2509171555,economy,1,2.58,453,American Airlines,American Airlines
18467-2509170600--32385-1-10968-2509171015,premium_economy,1,2.33,608,Delta Air Lines,Delta Air Lines
18467-2509170600--32385-1-10968-2509171015,premium_economy,1,2.25,608,Delta Air Lines,Delta Air Lines
18467-2509171320--32385-1-10910-2509171749,premium_economy,1,2.28,608,Delta Air Lines,Delta Air Lines
18467-2509170745--32385-1-10968-2509171215,premium_economy,1,2.25,608,Delta Air Lines,Delta Air Lines
18467-2509170745--32385-1-10968-2509171215,premium_economy,1,2.25,608,Delta Air Lines,Delta Air Lines
18467-2509171855--32385-1-10910-2509172338,premium_economy,1,2.35,608,Delta Air Lines,Delta Air Lines
18467-2509171710--32385-1-10968-2509172211,premium_economy,1,2.28,608,Delta Air Lines,Delta Air Lines
18467-2509171710--32385-1-10968-2509172211,premium_economy,1,2.27,608,Delta Air Lines,Delta Air Lines
18467-2509171320--32385-1-10968-2509171833,premium_economy,1,2.28,608,Delta Air Lines,Delta Air Lines
18467-2509171320--32385-1-10968-2509171833,premium_economy,1,2.3,608,Delta Air Lines,Delta Air Lines
18467-2509171130--32385-1-10968-2509171647,premium_economy,1,2.23,608,Delta Air Lines,Delta Air Lines
18467-2509171130--32385-1-10968-2509171647,premium_economy,1,2.28,608,Delta Air Lines,Delta Air Lines
18467-2509170820--32695-0-10968-2509171042,business,0,3.37,846,Air Canada,Air Canada
18467-2509171635--32695-0-10968-2509171857,business,0,3.37,846,Air Canada,Air Canada
18467-2509171440--32573-0-10968-2509171705,business,0,3.42,560,American Airlines,American Airlines
18467-2509170829--32573-0-10968-2509171054,business,0,3.42,560,American Airlines,American Airlines
18467-2509171840--32573-0-10968-2509172105,business,0,3.42,560,American Airlines,American Airlines
18467-2509170900--32695-1-10968-2509171311,business,1,1.92,1109,Air Canada,United Airlines
18467-2509170900--32695-1-10968-2509171311,business,1,2.43,1109,Air Canada,United Airlines
18467-2509171400--32695-1-10968-2509171826,business,1,1.9,1109,Air Canada,Air Canada
18467-2509171400--32695-1-10968-2509171826,business,1,2.57,1109,Air Canada,United Airlines
18467-2509170815--32695-1-10968-2509171311,business,1,1.88,1109,Air Canada,Jazz Aviation
18467-2509170815--32695-1-10968-2509171311,business,1,2.43,1109,Air Canada,United Airlines
18390-2509171525--32695-1-10968-2509172133,business,1,1.33,1215,Air Canada,Jazz Aviation
18390-2509171525--32695-1-10968-2509172133,business,1,4.13,1215,Air Canada,Air Canada
18467-2509171200--32695-1-10968-2509171826,business,1,1.9,1109,Air Canada,Air Canada
18467-2509171200--32695-1-10968-2509171826,business,1,2.57,1109,Air Canada,United Airlines
18467-2509170820--31722-0-10968-2509171042,first,0,3.37,846,United Airlines,Air Canada
18467-2509171635--31722-0-10968-2509171857,first,0,3.37,846,United Airlines,Air Canada
18467-2509171310--32573-1-10968-2509171744,first,1,1.92,582,American Airlines,Envoy Air
18467-2509171310--32573-1-10968-2509171744,first,1,2.48,582,American Airlines,American Airlines
18467-2509171130--32573-1-10968-2509171744,first,1,1.92,582,American Airlines,Envoy Air
18467-2509171130--32573-1-10968-2509171744,first,1,2.48,582,American Airlines,American Airlines
18467-2509180820--31722-0-10968-2509181042,economy,0,3.37,431,United Airlines,Air Canada
18467-2509181635--31722-0-10968-2509181857,economy,0,3.37,431,United Airlines,Air Canada
18467-2509181440--32573-0-10968-2509181705,economy,0,3.42,431,American Airlines,American Airlines
18467-2509180829--32573-0-10968-2509181054,economy,0,3.42,431,American Airlines,American Airlines
18467-2509181840--32573-0-10968-2509182105,economy,0,3.42,431,American Airlines,American Airlines
18467-2509180900--31722-1-10968-2509181311,economy,1,1.92,453,United Airlines,United Airlines
18467-2509180900--31722-1-10968-2509181311,economy,1,2.43,453,United Airlines,United Airlines
18467-2509180745--32385-1-10968-2509181215,economy,1,2.25,440,Delta Air Lines,Delta Air Lines
18467-2509180745--32385-1-10968-2509181215,economy,1,2.25,440,Delta Air Lines,Delta Air Lines
18467-2509180600--32385-1-10968-2509181015,premium_economy,1,2.33,608,Delta Air Lines,Delta Air Lines
18467-2509180600--32385-1-10968-2509181015,premium_economy,1,2.25,608,Delta Air Lines,Delta Air Lines
18467-2509181320--32385-1-10910-2509181749,premium_economy,1,2.28,608,Delta Air Lines,Delta Air Lines
18467-2509180745--32385-1-10968-2509181215,premium_economy,1,2.25,608,Delta Air Lines,Delta Air Lines
18467-2509180745--32385-1-10968-2509181215,premium_economy,1,2.25,608,Delta Air Lines,Delta Air Lines
18467-2509181855--32385-1-10910-2509182338,premium_economy,1,2.35,608,Delta Air Lines,Delta Air Lines
18467-2509181855--32385-1-10968-2509190001,premium_economy,1,2.35,608,Delta Air Lines,Delta Air Lines
18467-2509181855--32385-1-10968-2509190001,premium_economy,1,2.27,608,Delta Air Lines,Delta Air Lines
18467-2509181320--32385-1-10968-2509181833,premium_economy,1,2.28,608,Delta Air Lines,Delta Air Lines
18467-2509181320--32385-1-10968-2509181833,premium_economy,1,2.3,608,Delta Air Lines,Delta Air Lines
18467-2509180820--32695-0-10968-2509181042,business,0,3.37,598,Air Canada,Air Canada
18467-2509181635--32695-0-10968-2509181857,business,0,3.37,846,Air Canada,Air Canada
18467-2509181440--32573-0-10968-2509181705,business,0,3.42,560,American Airlines,American Airlines
18467-2509180829--32573-0-10968-2509181054,business,0,3.42,560,American Airlines,American Airlines
18467-2509181840--32573-0-10968-2509182105,business,0,3.42,560,American Airlines,American Airlines
18467-2509180900--32695-1-10968-2509181311,business,1,1.92,1109,Air Canada,United Airlines
18467-2509180900--32695-1-10968-2509181311,business,1,2.43,1109,Air Canada,United Airlines
18467-2509181400--32695-1-10968-2509181826,business,1,1.9,1109,Air Canada,Air Canada
