stop_count,duration_in_hours,one_way_price_candollar,cabin_class_id,operating_airline_id,marketing_airline_id,itinerary_id
1,2.28,807,cc2,al4,al4,it5512
1,2.25,608,cc2,al4,al4,it5510
1,2.25,608,cc2,al4,al4,it5510
1,2.35,608,cc2,al4,al4,it5513
1,2.28,608,cc2,al4,al4,it5514
1,2.27,608,cc2,al4,al4,it5514
1,2.35,608,cc2,al4,al4,it5515
1,2.27,608,cc2,al4,al4,it5515
1,2.23,608,cc2,al4,al4,it5511
1,2.28,608,cc2,al4,al4,it5511
0,3.37,598,cc3,al3,al3,it5516
0,3.37,846,cc3,al3,al3,it5517
0,3.6,560,cc3,al2,al2,it5518
0,3.67,560,cc3,al2,al2,it5519
0,3.75,560,cc3,al5,al2,it5520
1,1.92,1587,cc3,al15,al3,it5521
1,2.43,1587,cc3,al15,al3,it5521
1,1.9,1587,cc3,al3,al3,it5522
1,2.57,1587,cc3,al15,al3,it5522
1,1.88,1587,cc3,al8,al3,it5523
1,2.43,1587,cc3,al15,al3,it5523
1,1.88,1587,cc3,al8,al3,it5524
1,2.57,1587,cc3,al15,al3,it5524
1,1.92,1109,cc3,al15,al3,it5525
1,2.57,1109,cc3,al15,al3,it5525
0,3.37,599,cc4,al3,al15,it5506
0,3.37,846,cc4,al3,al15,it5505
1,1.92,582,cc4,al5,al2,it5526
1,2.55,582,cc4,al2,al2,it5526
1,1.9,582,cc4,al5,al2,it5527
1,2.7,582,cc4,al2,al2,it5527
1,1.92,582,cc4,al5,al2,it5528
1,2.55,582,cc4,al2,al2,it5528
1,1.92,582,cc4,al5,al2,it5529
1,2.55,582,cc4,al2,al2,it5529
0,3.37,431,cc1,al3,al3,it5530
0,3.37,431,cc1,al3,al3,it5531
0,3.37,431,cc1,al3,al15,it5532
0,3.37,431,cc1,al3,al15,it5533
0,3.6,431,cc1,al2,al2,it5534
0,3.67,431,cc1,al2,al2,it5535
0,3.75,431,cc1,al5,al2,it5536
1,1.92,453,cc1,al15,al3,it5537
1,2.43,453,cc1,al15,al3,it5537
1,1.92,453,cc1,al15,al15,it5538
1,2.43,453,cc1,al15,al15,it5538
1,2.33,608,cc2,al4,al4,it5539
1,2.25,608,cc2,al4,al4,it5539
1,2.28,807,cc2,al4,al4,it5540
1,2.25,807,cc2,al4,al4,it5541
1,2.25,807,cc2,al4,al4,it5541
1,2.35,807,cc2,al4,al4,it5542
1,2.23,807,cc2,al4,al4,it5543
1,2.28,807,cc2,al4,al4,it5543
0,3.37,599,cc3,al3,al3,it5531
0,3.37,846,cc3,al3,al3,it5530
0,3.6,560,cc3,al2,al2,it5534
0,3.67,560,cc3,al2,al2,it5535
0,3.75,560,cc3,al5,al2,it5536
1,1.92,1111,cc3,al15,al3,it5537
1,2.43,1111,cc3,al15,al3,it5537
1,1.9,1111,cc3,al3,al3,it5544
1,2.57,1111,cc3,al15,al3,it5544
1,1.92,1111,cc3,al15,al3,it5545
1,2.53,1111,cc3,al15,al3,it5545
1,2.05,620,cc3,al12,al3,it5546
1,2.57,620,cc3,al15,al3,it5546
1,1.92,868,cc3,al15,al3,it5547
1,2.57,868,cc3,al15,al3,it5547
0,3.37,599,cc4,al3,al15,it5533
0,3.37,846,cc4,al3,al15,it5532
1,1.92,974,cc4,al15,al15,it5538
1,2.43,974,cc4,al15,al15,it5538
1,2.33,797,cc4,al4,al4,it5539
1,2.25,797,cc4,al4,al4,it5539
1,1.98,804,cc4,al12,al15,it5548
1,2.57,804,cc4,al15,al15,it5548
1,1.9,694,cc4,al5,al2,it5549
1,2.7,694,cc4,al2,al2,it5549
0,3.37,431,cc1,al3,al15,it5550
0,3.37,431,cc1,al3,al15,it5551
1,1.92,453,cc1,al15,al15,it5552
1,2.43,453,cc1,al15,al15,it5552
1,1.98,453,cc1,al12,al15,it5553
1,2.57,453,cc1,al15,al15,it5553
1,2.28,440,cc1,al4,al4,it5554
1,2.27,440,cc1,al4,al4,it5554
1,2.33,807,cc2,al4,al4,it5555
1,2.25,807,cc2,al4,al4,it5555
1,2.28,807,cc2,al4,al4,it5556
1,2.25,807,cc2,al4,al4,it5557
1,2.25,807,cc2,al4,al4,it5557
1,2.35,807,cc2,al4,al4,it5558
1,2.28,645,cc2,al4,al4,it5559
1,2.27,645,cc2,al4,al4,it5559
0,3.37,598,cc3,al3,al3,it5560
0,3.37,598,cc3,al3,al3,it5561
0,3.6,560,cc3,al2,al2,it5562
0,3.67,560,cc3,al2,al2,it5563
0,3.75,672,cc3,al5,al2,it5564
1,1.9,1109,cc3,al3,al3,it5565
1,2.57,1109,cc3,al15,al3,it5565
1,1.92,620,cc3,al15,al3,it5566
1,2.53,620,cc3,al15,al3,it5566
1,1.88,1109,cc3,al8,al3,it5567
1,2.43,1109,cc3,al15,al3,it5567
1,1.88,1109,cc3,al8,al3,it5568
1,2.57,1109,cc3,al15,al3,it5568
1,2.05,620,cc3,al12,al3,it5569
1,2.57,620,cc3,al15,al3,it5569
0,3.37,599,cc4,al3,al15,it5550
0,3.37,599,cc4,al3,al15,it5551
1,1.98,974,cc4,al12,al15,it5553
1,2.57,974,cc4,al15,al15,it5553
1,1.92,582,cc4,al5,al2,it5570
1,2.55,582,cc4,al2,al2,it5570
1,1.92,620,cc4,al15,al15,it5571
1,2.53,620,cc4,al15,al15,it5571
1,2.33,440,cc1,al4,al4,it5572
1,2.25,440,cc1,al4,al4,it5572
1,2.28,676,cc1,al4,al4,it5573
1,2.28,491,cc1,al4,al16,it5574
1,2.25,676,cc1,al4,al4,it5575
1,2.25,676,cc1,al4,al4,it5575
1,2.35,440,cc1,al4,al4,it5576
1,2.23,440,cc1,al4,al4,it5577
1,2.28,440,cc1,al4,al4,it5577
1,2.33,608,cc2,al4,al4,it5572
1,2.25,608,cc2,al4,al4,it5572
1,2.28,807,cc2,al4,al4,it5573
1,2.25,807,cc2,al4,al4,it5575
1,2.25,807,cc2,al4,al4,it5575
1,2.35,608,cc2,al4,al4,it5576
1,2.28,608,cc2,al4,al4,it5578
1,2.27,608,cc2,al4,al4,it5578
1,2.35,608,cc2,al4,al4,it5579
1,2.27,608,cc2,al4,al4,it5579
1,2.23,608,cc2,al4,al4,it5577
1,2.28,608,cc2,al4,al4,it5577
0,3.37,598,cc3,al3,al3,it5580
0,3.37,598,cc3,al3,al3,it5581
0,3.6,560,cc3,al2,al2,it5582
0,3.67,560,cc3,al2,al2,it5583
0,3.75,672,cc3,al5,al2,it5584
1,1.9,867,cc3,al3,al3,it5585
1,2.57,867,cc3,al15,al3,it5585
1,1.92,867,cc3,al15,al3,it5586
1,2.53,867,cc3,al15,al3,it5586
1,1.88,699,cc3,al8,al3,it5587
1,2.57,699,cc3,al15,al3,it5587
1,1.9,620,cc3,al3,al3,it5588
1,2.57,620,cc3,al15,al3,it5588
1,1.88,699,cc3,al8,al3,it5589
1,2.57,699,cc3,al15,al3,it5589
0,3.37,599,cc4,al3,al15,it5590
0,3.37,599,cc4,al3,al15,it5591
1,2.33,797,cc4,al4,al4,it5572
1,2.25,797,cc4,al4,al4,it5572
1,1.92,582,cc4,al5,al2,it5592
1,2.62,582,cc4,al2,al2,it5592
1,1.9,582,cc4,al5,al2,it5593
1,2.7,582,cc4,al2,al2,it5593
1,1.92,582,cc4,al5,al2,it5594
1,2.62,582,cc4,al2,al2,it5594
0,3.6,464,cc1,al2,al2,it5595
0,3.67,464,cc1,al2,al2,it5596
0,3.75,576,cc1,al5,al2,it5597
1,2.33,440,cc1,al4,al4,it5598
1,2.25,440,cc1,al4,al4,it5598
1,2.28,440,cc1,al4,al4,it5599
1,2.25,440,cc1,al4,al4,it5600
1,2.25,440,cc1,al4,al4,it5600
1,2.28,440,cc1,al4,al4,it5601
1,2.3,440,cc1,al4,al4,it5601
1,2.33,440,cc1,al4,al4,it5602
1,2.33,608,cc2,al4,al4,it5598
1,2.25,608,cc2,al4,al4,it5598
1,2.28,608,cc2,al4,al4,it5599
1,2.25,608,cc2,al4,al4,it5600
1,2.25,608,cc2,al4,al4,it5600
1,2.35,807,cc2,al4,al4,it5603
1,2.28,608,cc2,al4,al4,it5601
1,2.3,608,cc2,al4,al4,it5601
1,2.23,860,cc2,al4,al4,it5604
1,2.28,860,cc2,al4,al4,it5604
0,3.6,594,cc3,al2,al2,it5595
0,3.67,594,cc3,al2,al2,it5596
0,3.7,846,cc3,al3,al3,it5605
0,3.7,846,cc3,al3,al3,it5606
0,3.75,706,cc3,al5,al2,it5597
1,1.92,1587,cc3,al15,al3,it5607
1,2.43,1587,cc3,al15,al3,it5607
1,1.85,1587,cc3,al3,al3,it5608
1,2.57,1587,cc3,al15,al3,it5608
1,1.92,1587,cc3,al15,al3,it5609
1,2.53,1587,cc3,al15,al3,it5609
1,1.98,1587,cc3,al12,al3,it5610
1,2.57,1587,cc3,al15,al3,it5610
1,1.97,1109,cc3,al8,al3,it5611
1,2.57,1109,cc3,al15,al3,it5611
0,3.7,846,cc4,al3,al15,it5612
0,3.7,846,cc4,al3,al15,it5613
1,2.33,797,cc4,al4,al4,it5598
1,2.25,797,cc4,al4,al4,it5598
1,2.28,996,cc4,al4,al4,it5599
1,2.25,797,cc4,al4,al4,it5600
1,2.25,797,cc4,al4,al4,it5600
1,1.92,727,cc4,al5,al2,it5614
1,2.55,727,cc4,al2,al2,it5614
1,2.33,797,cc4,al4,al4,it5602
0,3.6,431,cc1,al2,al2,it5615
0,3.67,431,cc1,al2,al2,it5616
0,3.7,487,cc1,al3,al15,it5617
0,3.7,543,cc1,al3,al15,it5618
0,3.75,458,cc1,al5,al2,it5619
1,2.28,440,cc1,al4,al4,it5620
1,2.28,440,cc1,al4,al4,it5621
1,2.3,440,cc1,al4,al4,it5621
1,1.92,453,cc1,al5,al2,it5622
1,2.62,453,cc1,al2,al2,it5622
1,2.33,738,cc2,al4,al4,it5623
1,2.25,738,cc2,al4,al4,it5623
1,2.28,608,cc2,al4,al4,it5620
1,2.25,860,cc2,al4,al4,it5624
1,2.25,860,cc2,al4,al4,it5624
1,2.35,608,cc2,al4,al4,it5625
1,2.35,608,cc2,al4,al4,it5626
1,2.27,608,cc2,al4,al4,it5626
1,2.28,608,cc2,al4,al4,it5621
1,2.3,608,cc2,al4,al4,it5621
1,2.23,902,cc2,al4,al4,it5627
1,2.28,902,cc2,al4,al4,it5627
0,3.6,560,cc3,al2,al2,it5615
0,3.67,560,cc3,al2,al2,it5616
0,3.7,846,cc3,al3,al3,it5628
0,3.7,846,cc3,al3,al3,it5629
0,3.75,672,cc3,al5,al2,it5619
1,1.92,1587,cc3,al15,al3,it5630
1,2.43,1587,cc3,al15,al3,it5630
1,1.85,1587,cc3,al3,al3,it5631
1,2.57,1587,cc3,al15,al3,it5631
1,1.92,1587,cc3,al15,al3,it5632
1,2.53,1587,cc3,al15,al3,it5632
1,1.98,1587,cc3,al12,al3,it5633
1,2.57,1587,cc3,al15,al3,it5633
1,1.98,1587,cc3,al12,al3,it5634
1,2.57,1587,cc3,al15,al3,it5634
0,3.7,846,cc4,al3,al15,it5617
0,3.7,846,cc4,al3,al15,it5618
1,1.92,582,cc4,al5,al2,it5635
1,2.55,582,cc4,al2,al2,it5635
1,1.92,582,cc4,al5,al2,it5636
1,2.55,582,cc4,al2,al2,it5636
1,1.92,582,cc4,al5,al2,it5637
1,2.55,582,cc4,al2,al2,it5637
1,2.33,440,cc1,al4,al4,it5638
1,2.25,440,cc1,al4,al4,it5638
1,2.33,531,cc1,al4,al16,it5639
1,2.25,531,cc1,al4,al16,it5639
1,2.28,440,cc1,al4,al4,it5640
1,2.28,491,cc1,al4,al16,it5641
1,2.25,440,cc1,al4,al4,it5642
1,2.25,440,cc1,al4,al4,it5642
1,2.35,440,cc1,al4,al4,it5643
1,2.28,440,cc1,al4,al4,it5644
1,2.3,440,cc1,al4,al4,it5644
1,2.23,440,cc1,al4,al4,it5645
1,2.28,440,cc1,al4,al4,it5645
1,2.33,608,cc2,al4,al4,it5638
1,2.25,608,cc2,al4,al4,it5638
1,2.28,608,cc2,al4,al4,it5640
1,2.25,608,cc2,al4,al4,it5642
1,2.25,608,cc2,al4,al4,it5642
1,2.35,608,cc2,al4,al4,it5643
1,2.28,608,cc2,al4,al4,it5646
1,2.27,608,cc2,al4,al4,it5646
1,2.28,608,cc2,al4,al4,it5644
1,2.3,608,cc2,al4,al4,it5644
1,2.23,608,cc2,al4,al4,it5645
1,2.28,608,cc2,al4,al4,it5645
0,3.6,560,cc3,al2,al2,it5647
0,3.67,560,cc3,al2,al2,it5648
0,3.7,598,cc3,al3,al3,it5649
0,3.7,846,cc3,al3,al3,it5650
0,3.75,672,cc3,al5,al2,it5651
1,1.92,1587,cc3,al15,al3,it5652
1,2.43,1587,cc3,al15,al3,it5652
1,1.85,1109,cc3,al3,al3,it5653
1,2.57,1109,cc3,al15,al3,it5653
1,1.98,1109,cc3,al12,al3,it5654
1,2.57,1109,cc3,al15,al3,it5654
1,1.97,1109,cc3,al8,al3,it5655
1,2.57,1109,cc3,al15,al3,it5655
1,1.3,853,cc3,al3,al3,it5656
1,4.57,853,cc3,al8,al3,it5656
0,3.7,599,cc4,al3,al15,it5657
0,3.7,846,cc4,al3,al15,it5658
1,1.92,582,cc4,al5,al2,it5659
1,2.55,582,cc4,al2,al2,it5659
1,1.92,582,cc4,al5,al2,it5660
1,2.62,582,cc4,al2,al2,it5660
1,1.92,582,cc4,al5,al2,it5661
1,2.62,582,cc4,al2,al2,it5661
0,3.7,431,cc1,al3,al15,it5662
0,3.7,431,cc1,al3,al15,it5663
1,1.92,453,cc1,al15,al15,it5664
1,2.43,453,cc1,al15,al15,it5664
1,2.23,440,cc1,al4,al4,it5665
1,2.28,440,cc1,al4,al4,it5665
2,2.28,440,cc1,al4,al4,it5666
1,2.33,608,cc2,al4,al4,it5667
1,2.25,608,cc2,al4,al4,it5667
1,2.28,608,cc2,al4,al4,it5668
1,2.25,608,cc2,al4,al4,it5669
1,2.25,608,cc2,al4,al4,it5669
1,2.35,608,cc2,al4,al4,it5670
1,2.28,608,cc2,al4,al4,it5671
1,2.27,608,cc2,al4,al4,it5671
1,2.28,608,cc2,al4,al4,it5672
1,2.3,608,cc2,al4,al4,it5672
1,2.23,608,cc2,al4,al4,it5665
1,2.28,608,cc2,al4,al4,it5665
0,3.6,560,cc3,al2,al2,it5673
0,3.67,560,cc3,al2,al2,it5674
0,3.7,598,cc3,al3,al3,it5675
0,3.7,846,cc3,al3,al3,it5676
0,3.75,560,cc3,al5,al2,it5677
1,1.92,867,cc3,al15,al3,it5678
1,2.43,867,cc3,al15,al3,it5678
1,1.85,867,cc3,al3,al3,it5679
1,2.57,867,cc3,al15,al3,it5679
1,1.98,1109,cc3,al12,al3,it5680
1,2.57,1109,cc3,al15,al3,it5680
1,1.85,867,cc3,al3,al3,it5681
1,2.57,867,cc3,al15,al3,it5681
1,1.98,867,cc3,al12,al3,it5682
1,2.57,867,cc3,al15,al3,it5682
0,3.7,599,cc4,al3,al15,it5662
0,3.7,846,cc4,al3,al15,it5663
1,1.92,804,cc4,al15,al15,it5664
1,2.43,804,cc4,al15,al15,it5664
1,2.33,797,cc4,al4,al4,it5667
1,2.25,797,cc4,al4,al4,it5667
1,1.9,582,cc4,al5,al2,it5683
1,2.7,582,cc4,al2,al2,it5683
0,3.6,431,cc1,al2,al2,it5684
0,3.67,431,cc1,al2,al2,it5685
0,3.7,431,cc1,al3,al15,it5686
0,3.7,543,cc1,al3,al15,it5687
0,3.75,431,cc1,al5,al2,it5688
1,1.92,453,cc1,al15,al15,it5689
1,2.43,453,cc1,al15,al15,it5689
1,2.33,440,cc1,al4,al4,it5690
1,2.25,440,cc1,al4,al4,it5690
1,2.28,440,cc1,al4,al4,it5691
1,2.25,440,cc1,al4,al4,it5692
1,2.25,440,cc1,al4,al4,it5692
1,2.33,608,cc2,al4,al4,it5690
1,2.25,608,cc2,al4,al4,it5690
1,2.28,608,cc2,al4,al4,it5691
1,2.25,608,cc2,al4,al4,it5692
1,2.25,608,cc2,al4,al4,it5692
1,2.35,608,cc2,al4,al4,it5693
1,2.35,608,cc2,al4,al4,it5694
1,2.27,608,cc2,al4,al4,it5694
1,2.28,608,cc2,al4,al4,it5695
1,2.3,608,cc2,al4,al4,it5695
1,2.23,860,cc2,al4,al4,it5696
1,2.28,860,cc2,al4,al4,it5696
0,3.6,560,cc3,al2,al2,it5684
0,3.67,560,cc3,al2,al2,it5685
0,3.7,598,cc3,al3,al3,it5697
0,3.7,677,cc3,al3,al3,it5698
0,3.75,672,cc3,al5,al2,it5688
1,1.92,867,cc3,al15,al3,it5699
1,2.43,867,cc3,al15,al3,it5699
1,1.85,867,cc3,al3,al3,it5700
1,2.57,867,cc3,al15,al3,it5700
1,1.92,1109,cc3,al15,al3,it5701
1,2.53,1109,cc3,al15,al3,it5701
1,1.98,867,cc3,al12,al3,it5702
1,2.57,867,cc3,al15,al3,it5702
1,1.97,867,cc3,al8,al3,it5703
1,2.57,867,cc3,al15,al3,it5703
1,2.33,797,cc4,al4,al4,it5690
1,2.25,797,cc4,al4,al4,it5690
1,2.28,797,cc4,al4,al4,it5691
1,2.25,797,cc4,al4,al4,it5692
1,2.25,797,cc4,al4,al4,it5692
1,1.92,609,cc4,al5,al2,it5704
1,2.55,609,cc4,al2,al2,it5704
1,1.9,694,cc4,al5,al2,it5705
1,2.7,694,cc4,al2,al2,it5705
1,2.33,531,cc1,al4,al16,it5706
1,2.25,531,cc1,al4,al16,it5706
1,2.28,531,cc1,al4,al16,it5707
1,2.25,491,cc1,al4,al16,it5708
1,2.25,491,cc1,al4,al16,it5708
1,2.35,491,cc1,al4,al16,it5709
1,2.35,491,cc1,al4,al16,it5710
1,2.27,491,cc1,al4,al16,it5710
1,2.28,491,cc1,al4,al16,it5711
1,2.3,491,cc1,al4,al16,it5711
1,2.23,531,cc1,al4,al16,it5712
1,2.28,531,cc1,al4,al16,it5712
1,2.28,608,cc2,al4,al4,it5713
1,2.25,608,cc2,al4,al4,it5714
1,2.25,608,cc2,al4,al4,it5714
1,2.35,608,cc2,al4,al4,it5715
1,2.28,608,cc2,al4,al4,it5716
1,2.27,608,cc2,al4,al4,it5716
1,2.28,608,cc2,al4,al4,it5717
1,2.3,608,cc2,al4,al4,it5717
1,2.23,608,cc2,al4,al4,it5718
1,2.28,608,cc2,al4,al4,it5718
0,3.6,560,cc3,al2,al2,it5719
0,3.67,808,cc3,al2,al2,it5720
0,3.7,598,cc3,al3,al3,it5721
0,3.7,677,cc3,al3,al3,it5722
0,3.75,672,cc3,al5,al2,it5723
1,1.85,1109,cc3,al3,al3,it5724
1,2.57,1109,cc3,al15,al3,it5724
1,1.92,1109,cc3,al15,al3,it5725
1,2.53,1109,cc3,al15,al3,it5725
1,1.98,1109,cc3,al12,al3,it5726
1,2.57,1109,cc3,al15,al3,it5726
1,1.97,867,cc3,al8,al3,it5727
1,2.57,867,cc3,al15,al3,it5727
1,1.85,867,cc3,al3,al3,it5728
1,2.57,867,cc3,al15,al3,it5728
0,3.7,599,cc4,al3,al15,it5729
0,3.7,690,cc4,al3,al15,it5730
1,2.33,996,cc4,al4,al4,it5731
1,2.25,996,cc4,al4,al4,it5731
1,2.25,797,cc4,al4,al4,it5714
1,2.25,797,cc4,al4,al4,it5714
1,1.92,974,cc4,al15,al15,it5732
1,2.53,974,cc4,al15,al15,it5732
1,1.92,582,cc4,al5,al2,it5733
1,2.55,582,cc4,al2,al2,it5733
1,1.92,582,cc4,al5,al2,it5734
1,2.55,582,cc4,al2,al2,it5734
0,3.25,701,cc1,al2,al2,it5735
0,3.33,453,cc1,al2,al2,it5736
0,3.33,453,cc1,al2,al2,it5737
0,3.37,431,cc1,al3,al15,it5738
0,3.37,431,cc1,al3,al15,it5739
1,2.33,440,cc1,al4,al4,it5740
1,2.25,440,cc1,al4,al4,it5740
1,2.25,440,cc1,al4,al4,it5741
1,2.25,440,cc1,al4,al4,it5741
1,2.28,440,cc1,al4,al4,it5742
1,2.3,440,cc1,al4,al4,it5742
1,2.33,608,cc2,al4,al4,it5740
1,2.25,608,cc2,al4,al4,it5740
1,2.28,608,cc2,al4,al4,it5743
1,2.25,608,cc2,al4,al4,it5741
1,2.25,608,cc2,al4,al4,it5741
1,2.35,608,cc2,al4,al4,it5744
1,2.28,608,cc2,al4,al4,it5745
1,2.27,608,cc2,al4,al4,it5745
1,2.35,608,cc2,al4,al4,it5746
1,2.27,608,cc2,al4,al4,it5746
1,2.28,608,cc2,al4,al4,it5742
1,2.3,608,cc2,al4,al4,it5742
0,3.25,830,cc3,al2,al2,it5735
0,3.33,695,cc3,al2,al2,it5737
0,3.33,830,cc3,al2,al2,it5736
0,3.37,598,cc3,al3,al3,it5747
0,3.37,846,cc3,al3,al3,it5748
1,1.92,1109,cc3,al15,al3,it5749
1,2.43,1109,cc3,al15,al3,it5749
1,1.92,699,cc3,al15,al3,it5750
1,2.53,699,cc3,al15,al3,it5750
1,1.88,867,cc3,al8,al3,it5751
1,2.57,867,cc3,al15,al3,it5751
1,1.92,867,cc3,al15,al3,it5752
1,2.57,867,cc3,al15,al3,it5752
1,1.9,867,cc3,al3,al3,it5753
1,2.57,867,cc3,al15,al3,it5753
0,3.37,599,cc4,al3,al15,it5738
0,3.37,846,cc4,al3,al15,it5739
1,2.33,797,cc4,al4,al4,it5740
1,2.25,797,cc4,al4,al4,it5740
1,1.92,708,cc4,al15,al15,it5754
1,2.53,708,cc4,al15,al15,it5754
1,1.92,692,cc4,al15,al15,it5755
1,2.43,692,cc4,al15,al15,it5755
0,3.25,431,cc1,al2,al2,it5756
0,3.33,431,cc1,al2,al2,it5757
0,3.33,431,cc1,al2,al2,it5758
1,2.33,440,cc1,al4,al4,it5759
1,2.25,440,cc1,al4,al4,it5759
1,1.92,453,cc1,al5,al2,it5760
1,2.48,453,cc1,al2,al2,it5760
1,2.25,440,cc1,al4,al4,it5761
1,2.25,440,cc1,al4,al4,it5761
1,2.33,608,cc2,al4,al4,it5759
1,2.25,608,cc2,al4,al4,it5759
1,2.28,807,cc2,al4,al4,it5762
1,2.25,608,cc2,al4,al4,it5761
1,2.25,608,cc2,al4,al4,it5761
1,2.35,608,cc2,al4,al4,it5763
1,2.28,608,cc2,al4,al4,it5764
1,2.27,608,cc2,al4,al4,it5764
1,2.35,608,cc2,al4,al4,it5765
1,2.27,608,cc2,al4,al4,it5765
0,3.25,560,cc3,al2,al2,it5756
0,3.33,560,cc3,al2,al2,it5757
0,3.33,560,cc3,al2,al2,it5758
0,3.37,846,cc3,al3,al3,it5766
0,3.37,846,cc3,al3,al3,it5767
1,1.92,1109,cc3,al15,al3,it5768
1,2.43,1109,cc3,al15,al3,it5768
1,1.88,1109,cc3,al8,al3,it5769
1,2.57,1109,cc3,al15,al3,it5769
1,1.92,1109,cc3,al15,al3,it5770
1,2.43,1109,cc3,al15,al3,it5770
1,1.92,867,cc3,al15,al3,it5771
1,2.57,867,cc3,al15,al3,it5771
1,1.88,1109,cc3,al8,al3,it5772
1,2.57,1109,cc3,al15,al3,it5772
0,3.37,846,cc4,al3,al15,it5773
0,3.37,846,cc4,al3,al15,it5774
1,1.92,582,cc4,al5,al2,it5775
1,2.45,582,cc4,al2,al2,it5775
1,1.9,582,cc4,al17,al2,it5776
1,2.65,582,cc4,al2,al2,it5776
1,1.92,694,cc4,al5,al2,it5777
1,2.55,694,cc4,al2,al2,it5777
1,1.9,582,cc4,al17,al2,it5778
1,2.45,582,cc4,al2,al2,it5778
0,3.42,431,cc1,al2,al2,it5779
0,3.42,431,cc1,al2,al2,it5780
0,3.42,679,cc1,al2,al2,it5781
1,1.92,453,cc1,al5,al2,it5782
1,2.58,453,cc1,al2,al2,it5782
1,2.28,440,cc1,al4,al4,it5783
1,2.3,440,cc1,al4,al4,it5783
1,2.23,440,cc1,al4,al4,it5784
1,2.28,440,cc1,al4,al4,it5784
1,2.33,608,cc2,al4,al4,it5785
1,2.25,608,cc2,al4,al4,it5785
1,2.28,608,cc2,al4,al4,it5786
1,2.25,608,cc2,al4,al4,it5787
1,2.25,608,cc2,al4,al4,it5787
1,2.35,608,cc2,al4,al4,it5788
1,2.28,608,cc2,al4,al4,it5789
1,2.27,608,cc2,al4,al4,it5789
1,2.28,608,cc2,al4,al4,it5783
1,2.3,608,cc2,al4,al4,it5783
1,2.23,608,cc2,al4,al4,it5784
1,2.28,608,cc2,al4,al4,it5784
0,3.37,598,cc3,al3,al3,it5790
0,3.37,598,cc3,al3,al3,it5791
0,3.42,560,cc3,al2,al2,it5779
0,3.42,560,cc3,al2,al2,it5780
0,3.42,808,cc3,al2,al2,it5781
1,1.92,620,cc3,al15,al3,it5792
1,2.43,620,cc3,al15,al3,it5792
1,1.92,620,cc3,al15,al3,it5793
1,2.53,620,cc3,al15,al3,it5793
1,1.98,1587,cc3,al12,al3,it5794
1,2.57,1587,cc3,al15,al3,it5794
1,1.88,1109,cc3,al8,al3,it5795
1,2.43,1109,cc3,al15,al3,it5795
1,1.88,1109,cc3,al8,al3,it5796
1,2.57,1109,cc3,al15,al3,it5796
0,3.37,599,cc4,al3,al15,it5797
0,3.37,599,cc4,al3,al15,it5798
1,1.92,620,cc4,al15,al15,it5799
1,2.43,620,cc4,al15,al15,it5799
1,1.92,582,cc4,al5,al2,it5800
1,2.43,582,cc4,al2,al2,it5800
0,3.42,431,cc1,al2,al2,it5801
0,3.42,431,cc1,al2,al2,it5802
0,3.42,431,cc1,al2,al2,it5803
1,2.23,440,cc1,al4,al4,it5804
1,2.28,440,cc1,al4,al4,it5804
2,2.28,440,cc1,al4,al4,it5805
1,2.33,608,cc2,al4,al4,it5806
1,2.25,608,cc2,al4,al4,it5806
1,2.28,608,cc2,al4,al4,it5807
1,2.25,608,cc2,al4,al4,it5808
1,2.25,608,cc2,al4,al4,it5808
1,2.35,608,cc2,al4,al4,it5809
1,2.28,608,cc2,al4,al4,it5810
1,2.27,608,cc2,al4,al4,it5810
1,2.35,608,cc2,al4,al4,it5811
1,2.27,608,cc2,al4,al4,it5811
1,2.28,608,cc2,al4,al4,it5812
1,2.3,608,cc2,al4,al4,it5812
1,2.23,608,cc2,al4,al4,it5804
1,2.28,608,cc2,al4,al4,it5804
0,3.37,598,cc3,al3,al3,it5813
0,3.37,846,cc3,al3,al3,it5814
0,3.42,560,cc3,al2,al2,it5801
0,3.42,560,cc3,al2,al2,it5802
0,3.42,560,cc3,al2,al2,it5803
1,1.92,867,cc3,al15,al3,it5815
1,2.43,867,cc3,al15,al3,it5815
1,1.92,867,cc3,al15,al3,it5816
1,2.53,867,cc3,al15,al3,it5816
1,1.88,1109,cc3,al8,al3,it5817
1,2.43,1109,cc3,al15,al3,it5817
1,1.88,867,cc3,al8,al3,it5818
1,2.57,867,cc3,al15,al3,it5818
1,1.88,867,cc3,al8,al3,it5819
1,2.57,867,cc3,al15,al3,it5819
0,3.37,599,cc4,al3,al15,it5820
0,3.37,846,cc4,al3,al15,it5821
1,1.92,804,cc4,al15,al15,it5822
1,2.43,804,cc4,al15,al15,it5822
1,1.98,732,cc4,al12,al15,it5823
1,2.57,732,cc4,al15,al15,it5823
1,1.92,694,cc4,al5,al2,it5824
1,2.58,694,cc4,al2,al2,it5824
1,2.28,797,cc4,al4,al4,it5807
1,2.33,491,cc1,al4,al16,it5825
1,2.25,491,cc1,al4,al16,it5825
1,2.25,491,cc1,al4,al16,it5826
1,2.25,491,cc1,al4,al16,it5826
1,2.28,491,cc1,al4,al16,it5827
1,2.27,491,cc1,al4,al16,it5827
1,2.35,491,cc1,al4,al16,it5828
1,2.27,491,cc1,al4,al16,it5828
1,2.23,491,cc1,al4,al16,it5829
1,2.28,491,cc1,al4,al16,it5829
1,2.28,491,cc1,al4,al16,it5830
1,2.27,491,cc1,al4,al16,it5830
