Name,country_code,iata_code,iata_prefix,iata_accounting,callsign,is international,iosa_registered,iosa_expiry,is_passenger,is_cargo,is_scheduled,total_aircrafts,average_fleet_age,accidents_last_5y,crashes_last_5y,website,twitter,facebook,instagram,linkedin
Sriwijaya Air,ID,SJ,977,977,SRIWIJAYA,N/A,,,1,1,1,13,19.2,1,,,,,,
St. Athan MU,UK,,,,SAINTATHAN,N/A,,,,,,,,,,,,,,
St Barth Executive,BL,LE,,159,SEABARTH,N/A,,,1,,1,,,,,,,,,
St. Maarten Airways,MF,,,,SAINTMAARTEN,N/A,,,,,,,,,,,,,,
St. Vincent Grenadines Air,VC,,,,GRENADINES,N/A,,,,,,,,,,,,,,
Stabo Air,ZM,4E,242,,STABAIR,N/A,,,,1,1,,,,,,,,,
Stabo Freight,ZM,,,,STABO,N/A,,,,,,,,,,,,,,
Stapleford Flight Centre,UK,,,,STAPLEFORD,N/A,,,1,,,,,,,,,facebook.com/docs,,
Star Air Cargo,ZA,,,,BRIGHTSTAR,N/A,0,,,1,1,5,31.6,0,0,,,,,
Star Aviation,DZ,,,,STARAVIATION,N/A,,,,,,,,,,,,,,
Star East Airline,RO,4R*,,,EASTRIDER,N/A,0,,1,,,1,29,0,0,,,,,
Star Fly Wings,RS,,,,FASTSTAR,N/A,,,,,,,,,,,,,,
Star Flyer,JP,7G*,,922,STARFLYER,N/A,0,,1,,1,13,5.9,0,0,,,facebook.com/starflyer.japan,instagram.com/starflyerjapan/,
Star Jet,CN,,,,SHINING,N/A,0,,1,,,2,9.5,0,0,,,,,
Star Peru,PE,2I,156,156,STARUP,N/A,0,,1,1,1,6,22.8,0,0,,,facebook.com/aerolineas.starperu,instagram.com/aerolineas_starperu/,linkedin.com/company/aerolineas-star-peru
Star Air,IN,S5,,,HISTAR,N/A,0,,1,,,3,16.3,0,0,,,,,
Star Service International,FR,,,,STARSERVICE,N/A,,,,,,,,,,,,,,
Star Air,SL,,,,,N/A,,,,,,,,,,,,,,
Star Aviation,UK,,,,STAR,N/A,,,,,,,,,,,,,,
Star West Aviation,US,,,,SUNSTAR,N/A,,,,,,,,,,,,,,
Star Wings Dortmund,DE,,,,STARTREK,N/A,,,1,,,,,,,,,,,
Star Work Sky,IT,,,,STARWORK,N/A,,,,,,,,,,,,,,
Stargate Aviation,ZA,,,,STARGATE,N/A,,,,,,,,,,,,facebook.com/LibertyJetManagement,,linkedin.com/company-beta/472825
Stark Airways,US,,,,STARKAIR,N/A,,,,,,,,,,,,,,
Starlink Aviation,CA,,,,STARLINK,N/A,,,1,1,1,13,7.7,,,,,,,linkedin.com/company/starlink-aviation
Starlite Aviation,ZS,,,,STARSTREAM,N/A,0,,,,,35,20.1,0,0,,,facebook.com/starliteaviation,instagram.com/starlite_aviation_group/,linkedin.com/company/starlite-aviation
Starlux Airlines,TW,JX,,,STARWALKER,N/A,1,2025-02-10T00:00:00.000Z,1,1,1,,,,,,,,,
Stars Away Aviation,ZA,,,,STARSAWAY,N/A,,,,,,,,,,,,,,
Stars de Mexico,MX,,,,TARMEX,N/A,0,,,,,2,12,0,0,,,,,
Stars Airways,SY,,,,STARSAIRWAYS,N/A,,,,,,,,,,,,,,
Starship,MX,,,,STARSA,N/A,,,,,,,,,,,,,,
Starspeed,UK,,,,STARSPEED,N/A,,,,,,,,,,,,facebook.com/Starspeedltd,instagram.com/starspeedhelicopters/,linkedin.com/company/starspeed
State ATM Corporation,RU,,,,RUSSIACORP,N/A,,,,,,,,,,,,facebook.com/gkorvd,instagram.com/gkovd/,
State Air Company Berkut,KZ,,,,,N/A,0,,1,,,10,11.2,0,0,,,,,
State Firefighting Service Of The Eastern Kazakhstan Region,KZ,,,,GALETA,N/A,,,,,,,,,,,,,,
"State Flight Academy Of Ukraine, The",UA,,,,FLIGHTACADEMY,N/A,,,,,,,,,,,,,,
"State of West Virginia, Aviation Division",US,,,,BLACKBEAR,N/A,,,,,,,,,,,,facebook.com/wvgov,,
State Air Traffic Service Enterprise,UA,,,,AIRRUH,N/A,,,,,,,,,,,,,,
State Unitary Air Enterprise,RU,,,,SUMES,N/A,,,,,,,,,,,,,,
Stella Aviation,MR,,,,AVISTELLA,N/A,,,,,,,,,,,,,,
Stellaer 212,IE,,,,STELLAER,N/A,,,,,,,,,,,,,,
Stephens Capital Partners,US,,,,ROCKTOWN,N/A,,,,,,,,,,,,,,
Sterling Aviation,US,,,,NORTHSHORE,N/A,,,1,,,,,,,,,,,
Stewart Aviation Services,US,,,,YELLOWBIRD,N/A,,,,,,,,,,,,,,
Stichting Vliegschool 16Hoven,NL,,,,SMART,N/A,,,,,,,,,,,,,,
Stobart Air Services UK,UK,,,,LIVERBIRD,N/A,,,,,,,,,,,,,,linkedin.com/company/stobart-aviation-services/
Stockmeier Urethanes,US,,,,COUNTRYROADS,N/A,,,,,,,,,,,,facebook.com/stockmeierurethanes,,linkedin.com/company/stockmeier-urethanes-gmbh-&-co-kg
Storm Heliworks,SE,,,,STORM,N/A,,,,1,,,,,,,,,,
STP Airways,ST,8F,,470,SAOTOMEAIRWAYS,N/A,0,,1,,1,1,31,0,0,,,,,
Strait Air,CA,,,,NANUCK,N/A,,,,,,,,,,,,,,
Strato Air Services,ZA,,,,STRATO,N/A,,,,,,,,,,,,,,
Stream Air,RU,,,,POTOK,N/A,,,,,,,,,,,,,,
Streamline Ops,RU,,,,SLOPS,N/A,,,1,,,,,,,,,,,
Streamline,ZA,,,,SLIPSTREAM,N/A,,,1,,,,,,,,,,,
Streamline Aviation,UK,,,,STREAMLINE,N/A,,,,,,,,,,,,,,
Studio 88 Aviation,ZA,,,,STUDIO,N/A,,,,,,,,,,,,,,
Su Airlines,GM,,,,SUAIRLINES,N/A,,,,,,,,,,,,,,
Suburban Air Freight,US,,,,SUBAIR,N/A,0,,1,1,1,9,29.7,0,0,,,,,
Sudan Pezetel For Aviation,SD,,,,SUDANA,N/A,,,,,,,,,,,,,,
Sudan Airways,SD,SD,200,200,SUDANAIR,N/A,0,,1,1,1,1,13,0,0,,,,,
Sudanese Aeronautical Services,SD,,,,SASCO,N/A,,,,,,,,,,,,,,
Sudanese States Aviation,SD,,,,SUDANESE,N/A,,,,,,,,,,,,,,
Sukhoi Design Bureau Company,RU,,,,SUCRAFT,N/A,,,,,,,,,,,,,,
Sultan of Oman Air Force,OM,,,,MAJAN,N/A,,,,,,,,,,,,,,
Air Sultan,SL,,,,SIERRASULTAN,N/A,,,,,,,,,,,,,,
sum air,KR,,,,,N/A,,,,,,,,,,,,,,
Summit Air,CA,,,,SUMMIT,N/A,,,1,1,,,,,,,,,,
Summit Aviation,US,,,,YELLOWSTONE,N/A,0,,1,,,11,8.3,0,0,,,facebook.com/SummitAviationInc,instagram.com/summit_aviation/,linkedin.com/company/summit-aviation-montana-/
Sun Air Bulgaria,BG,AB*,,,SUNNY,N/A,,,1,,,,,,,,,,,
Sun Country Airlines,US,SY,337,337,SUNCOUNTRY,N/A,1,2025-10-02T00:00:00.000Z,1,1,1,29,14.2,0,0,,,,,
Sun Air Jets,US,,,,SUNJOURNEY,N/A,,,,,,,,,,,,facebook.com/sunairjets,instagram.com/sunairjetsllc/,linkedin.com/company/sun-air-jets/
Sun Air of Scandinavia,DK,EZ*,,,SUNSCAN,N/A,0,,1,,1,4,24.3,0,0,,,,instagram.com/sunairfly/,linkedin.com/company/560496
Sun Pacific International,US,,,,SUNPACIFIC,N/A,,,,,,,,,,,,,,
Sun Quest Executive Air Charter,US,,,,EXECUQUEST,N/A,,,,,,,,,,,,,,
Sun Ritz Jet,CN,,,,RITZJET,N/A,,,,,,,,,,,,,,
Sun Air,VN,,,,SUNAIR,N/A,,,1,,,,,,,,,,,
Sun Air,SD,SO,,741,SUNGROUP,N/A,,,1,,1,,,,,,,,,
Sun Air,EG,,,,,N/A,,,,,,,,,,,,,,
Sun West Airlines,US,,,,SUNWEST,N/A,,,,,,,,,,,,,,
Sunair Air One,ES,,,,SUNOLE,N/A,,,1,0,0,,,,,,,,,
Sunair,IL,,,,MATZADA,N/A,,,,,,,,,,,,,,
Sunbird Airlines,US,,,,CAROLINA,N/A,,,,,,,,,,,,,,
SunClass Airlines,DK,DK,630,630,VIKING,N/A,0,,1,1,,8,10.5,0,0,,,,,
Suncoast Aviation,US,,,,SUNCOAST,N/A,,,,,,,,,,,,,,
Suncor Energy,CA,,,,JETSUN,N/A,0,,1,,,1,8,0,0,,,facebook.com/Ultra94,instagram.com/suncorenergy,linkedin.com/company/suncor-energy
Sundair,DE,SR,,,SUNDAIR,N/A,0,,1,,1,7,13.1,0,0,,,,,
Sundance Air,US,,,,BARNACLEAIR,N/A,,,1,,,,,,,,,,,
Sundorph Aeronautical,US,,,,SUNDORPH,N/A,,,,,,,,,,,,,,
Sundt Air Management,NO,,,,AKER,N/A,,,1,0,0,,,,,,,,,
Sundt Air,NO,,,,MIDNIGHT,N/A,,,1,,,8,11.6,,,,,,,
SunExpress,TR,XQ,564,564,SUNEXPRESS,N/A,1,2025-11-09T00:00:00.000Z,1,1,1,38,9.2,1,0,,,facebook.com/SunExpressInternational,instagram.com/sunexpress,linkedin.com/company/328014
Sunfly,ES,,,,,N/A,,,,,,,,,,,,,,
Sunjet Airlines,UK,,,,SUNJET,N/A,,,,,,,,,,,,,,
Sunlight Air,PH,2R,,,SUNLIGHT,N/A,,,1,,,,,,,,,,,
Sunline Airlines,KE,,,,SUNTRACK,N/A,,,,,,,,,,,,,,
Sunrise Airways Dominicana,DO,D6,,,AEROGECA,N/A,,,1,,1,,,,,,,facebook.com/sunriseairways,instagram.com/sunriseairways,linkedin.com/company/sunrise-airways
Sunrise Airways,HT,S6,,,,N/A,0,,1,,1,2,29.5,0,0,,,facebook.com/sunriseairways,instagram.com/sunriseairways,linkedin.com/company/sunrise-airways
Sunset Aviation,US,,,,VIXEN,N/A,,,,,,,,,,,,,,
Sunshine Express Airline,AU,,,,,N/A,,,,,,,,,,,,,,
Air Sunshine,US,,,,AIRSUNSHINE,N/A,,,1,,1,5,36.6,2,1,,,facebook.com/airsunshine,,
Sunsplash Aviation,US,YH,361,,,N/A,,,0,1,1,,,,,,,,,
Sunstate Airlines,AU,,,,SUNSTATE,N/A,,,1,,1,28,10.6,1,,,,,,
Sunu Air,SN,,,,SUNUAIR,N/A,,,,,,,,,,,,,,
Sunwest Aviation,CA,,,,CHINOCK,N/A,,,1,1,1,30,19.3,,,,,facebook.com/sunwestaviation,instagram.com/sunwest.aviation/,linkedin.com/company/sunwest-aviation
Sunwest Aviation,US,,,,SUNNYWEST,N/A,,,,,,,,,,,,,,
Sunwing Airlines,CA,WG,292,,SUNWING,N/A,0,,1,,1,2,4,0,0,,,,,
Sunworld International Airlines,US,,,,SUNWORLD,N/A,,,,,,,,,,,,,,
Suparna Airlines,CN,Y8,,871,YANGTZERIVER,N/A,1,2025-04-02T00:00:00.000Z,1,1,1,23,13.3,0,0,,,,,
Super Air Jet,ID,IU,,920,PROSPER,N/A,,,1,,1,,,,,,,,,
Super Legacy,SM,,,,POWERBLADE,N/A,,,1,,,,,,,,,,,
Super Luza,AO,,,,LUZA,N/A,,,,,,,,,,,,,,
Superior Aviation,US,,,,SPENDAIR,N/A,,,1,1,1,,,,,,,,,
Superior Aviation Services,KE,,,,SKYCARGO,N/A,,,1,,,,,,,,,,,
Superior International Airlines,NG,,,,SUPERJET,N/A,,,,,,,,,,,,,,
Superior Air,GR,,,,SUPERIOR,N/A,,,,,,,,,,,,facebook.com/superiorair.gr,,linkedin.com/company/superior-air
"Superior Transportation Associates, Inc d/b/a STAjets",US,,,,MISSION,N/A,,,,,,,,,,,,facebook.com/STAjets,instagram.com/flystajets/,linkedin.com/company/sta-jets-inc/
Supernova Airlines,UA,P7,62,,NOVA,N/A,,,,1,,,,,,,,,,
Air Support,DK,,,,,N/A,,,,,,,,,,,,,,linkedin.com/company/air-support/
Support Helicopter Force,UK,,,,VORTEX,N/A,,,1,,,,,,,,,,,
"Suravia, S.A.",ES,,,,,N/A,,,1,,,,,,,,,,,
Suraviation,ES,,,,SURAVIATION,N/A,,,,,,,,,,,,,,
Air SurEste,ES,,,,SURESTE,N/A,,,,,,,,,,,,,,
Surf Air,US,,,,SURFAIR,N/A,,,1,,,,,,,,,facebook.com/surfair,instagram.com/surfair/,linkedin.com/company/surfair
SuriJet.com,SR,,,,SURIJET,N/A,,,,,,,,,,,,,,
Surinam Airways,SR,PY,192,192,SURINAM,N/A,1,,1,1,1,1,16,0,0,,,facebook.com/SurinamAirways,instagram.com/surinamairways_official/,
Suriname International Victory Airline,SR,,,,SIVA,N/A,,,,,,,,,,,,,,
Surveillance Australia,AU,,,,BORDERPOLICE,N/A,,,1,,,,,,,,,,,
Susi Air,ID,,,,SKYQUEEN,N/A,0,,1,,1,43,10.7,0,0,,,facebook.com/officialsusiair,instagram.com/susiair.id,
Suzhou Aviation,CN,,,,SUPERWINGS,N/A,,,,,,,,,,,,,,
Svenskt Ambulansflyg,SE,,,,SWEDECARE,N/A,,,1,,,,,,,,,,,
Svenskt Industriflyg AB,SE,,,,TRADEWIND,N/A,0,,1,,,11,12.9,0,0,,,,,
SW Helicopter Services,AZ,,,,HELIAZE,N/A,,,,,,,,,,,,,,
Swallow Aviacion,ES,,,,PARACA,N/A,,,,,,,,,,,,,,
Swanton Morley (RAF),UK,,,,SWANTON,N/A,,,,,,,,,,,,,,
Swedish Armed Forces,SE,,,,SWEDEFORCE,N/A,,,,,,,,,,,,,,
Swift Copters,CH,,,,SWIFTCOPTERS,N/A,,,1,,1,,,,,,,,,
Swiftair Hellas,GR,,,,MEDFREIGHT,N/A,0,,,1,,3,33.7,0,0,,,,,
Swiftair,ES,WT,221,221,SWIFT,N/A,1,2025-03-17T00:00:00.000Z,1,1,1,35,27.8,1,,,,,,
Swiss Airtainer,CH,SW,,,,N/A,,,,,,,,,,,,,,
Swiss Air-Ambulance,CH,,,,REGA,N/A,,,1,,,,,,,,,facebook.com/rega1414,instagram.com/rega_offiziell/,
Swiss Air-Ambulance,CH,,,,SWISSAMBULANCE,N/A,0,,1,,,22,5.8,0,0,,,facebook.com/rega1414,instagram.com/rega_offiziell/,
Swiss Flight Services,CH,,,,TOPO,N/A,0,,1,,,8,16.5,0,0,,,,,
Swiss Air Force,CH,,,,AIRFORCESWITZERLAND,N/A,,,1,,,174,28.7,,,,,,,
Swiss Helicopter,CH,,,,HELISWISS,N/A,,,,,,,,,,,,,,
Swiss Private Jet,CH,,,,LAKE,N/A,,,1,,,,,,,,,,,
Swiss,CH,LX,724,724,SWISS,N/A,1,2025-03-11T00:00:00.000Z,1,1,1,72,6.3,0,0,,,facebook.com/flyswiss,instagram.com/flyswiss/,linkedin.com/company/swiss-international-air-lines
Sybajet San Marino,SM,,,,SYBAJET,N/A,,,,,,,,,,,,,,
Syerston FTU,UK,,,,SYERSTON,N/A,,,1,,,,,,,,,,,
Sylt Air,DE,7E,,,SYLTAIR,N/A,0,,1,,1,9,21.8,0,0,,,,,
Syncrude Canada,CA,,,,SYNCRUDE,N/A,,,1,,,,,,,,,,instagram.com/syncrude_canada/,linkedin.com/company/syncrude-canada-ltd-/
Synesis Aviation,CY,,,,SYNESIS,N/A,,,,,,,,,,,,,,
Syphax Airlines,TN,SO*,,,,N/A,,,,,,,,,,,,,,
Syrian Arab Airlines,SY,RB,70,70,SYRIANAIR,N/A,1,2023-12-19T00:00:00.000Z,,,,,,,,,,,,
Systec 2000,US,,,,SYSTEC,N/A,,,,,,,,,,,,,,
Szer-Bon RT,HU,,,,SARBON,N/A,,,,,,,,,,,,,,
"T Doble A, Empresa de Transportes Aerecs Andahuaylas",PE,,,,TEEDOBLE,N/A,,,,,,,,,,,,,,
T-air,CZ,,,,WINSKY,N/A,,,,,,,,,,,,facebook.com/T-air-977732905582871,,
T'Way Airline,KR,TW,,722,TEEWAY,N/A,1,2025-01-11T00:00:00.000Z,1,1,1,26,11,2,0,,,,,
T3 Aviation,US,,,,STARFLEET,N/A,,,,,,,,,,,,,,
Ta-Air Airline,IR,,,,TAAIR,N/A,,,,,,,,,,,,,,
TAAG - Linhas Aereas de Angola Airlines,AO,DT,118,118,DTA,N/A,,,,,,,,,,,,,,
TAB Charters,ZA,,,,BLACKTAIL,N/A,0,,,,,2,33.5,0,0,,,facebook.com/TabCharters,,
Tadair,ES,,,,TADAIR,N/A,,,,,,,,,,,,,,
TAECA,PA,,,,TAECA,N/A,,,,,,,,,,,,,,
Taespejo Portugal,PT,,,,TESABAN,N/A,,,1,,,,,,,,,,,
Tafarayt Jet,MA,,,,,N/A,,,,,,,,,,,,,,
Taftan Airlines,IR,,,,TAFTAN,N/A,,,,,,,,,,,,,,
TAG Airlines,GT,5U,911,911,CHAPIN,N/A,1,2024-08-05T00:00:00.000Z,1,1,1,8,33.3,0,0,,,facebook.com/tag.airlines,instagram.com/tag_airlines/,linkedin.com/company/tag-airlines/
TAG Aviation Asia,HK,,,,TAGJET,N/A,,,1,,,,,,,,,,instagram.com/tagaviation/,linkedin.com/company/166240
TAG Aviation (Cayman),KY,,,,TAGISLAND,N/A,,,,,,,,,,,,,instagram.com/tagaviation/,linkedin.com/company/166240
TAG Aviation Espana,ES,,,,TAGESPANA,N/A,,,,,,,,,,,,,instagram.com/tagaviation/,linkedin.com/company/166240
TAG Farnborough Airport Ltd.,UK,,,,,N/A,,,,,,,,,,,,,,
TAG Aviation San Marino,SM,,,,TAGSPIRIT,N/A,,,1,,,,,,,,,,instagram.com/tagaviation/,linkedin.com/company/166240
TAG Aviation,MT,,,,TAGMALTA,N/A,0,,1,,,14,5.8,0,0,,,,instagram.com/tagaviation/,linkedin.com/company/166240
TAG Aviation,UK,,,,SOVEREIGN,N/A,0,,1,,,16,7.2,0,0,,,,instagram.com/tagaviation/,linkedin.com/company/166240
TAHIS - Transportes Aereos Hispanos,ES,,,,TAHIS,N/A,,,,,,,,,,,,,,
Air Tahiti Nui,PF,TN,244,244,TAHITIAIRLINES,N/A,1,2025-10-28T00:00:00.000Z,1,1,1,,,,,,,,,
Air Tahiti,PF,VT,135,135,AIRTAHITI,N/A,1,2025-07-20T00:00:00.000Z,1,1,1,,,,,,,,,
Tailwind Air,US,,,,PERGRINE,N/A,,,1,,,,,,,,,,,
Tailwind Airlines,TR,TI*,768,,TAILWIND,N/A,1,2025-01-12T00:00:00.000Z,,1,,3,26.7,0,0,,,,instagram.com/tailwindofficial,linkedin.com/company/tailwind-airlines
Tajik Air,TJ,7J,,502,TAJIKAIR,N/A,,,1,,1,1,33,,,,,,,
Tajikistan International Airlines,TJ,,,,TIL,N/A,,,,,,,,,,,,,,
Tajikistan,TJ,,,,TAJIKISTAN,N/A,,,,,,,,,,,,,,
Tajouj Aviation,SD,,,,TAJA,N/A,,,,,,,,,,,,,,
Talair,PG,,,,TALAIR,N/A,,,1,,,,,,,,,,,
Talon Air,US,,,,TALONFLIGHT,N/A,0,,1,,,35,13.7,0,0,,,,instagram.com/talonair/,linkedin.com/company/talon-air-inc.
Tam Aviacao Executiva,BR,,,,,N/A,,,,,,,,,,,,facebook.com/tamaviacaoexecutiva,instagram.com/tamaviacaoexecutiva/,linkedin.com/company/tamaviacaoexecutiva/
Tamara Niger Aviation,NE,,,,TAMARA,N/A,,,,,,,,,,,,,,
Tamas Darida Enterprise,HU,,,,DARIDAAIR,N/A,,,,,,,,,,,,,,
Tamir Airways,IL,,,,TAMIRWAYS,N/A,,,,,,2,18,,,,,,,
Tantalus Air,CA,,,,TANTALUS,N/A,0,,1,,1,2,6.5,0,0,,,,instagram.com/harbourair,
Air Tanzania,TZ,TC,197,197,TANZANIA,N/A,1,2024-06-15T00:00:00.000Z,1,1,1,9,5.2,0,0,,,,,
TAP Express,PT,NI,,,PORTUGALIA,N/A,,,,,,,,,,,,,,
TAP Portugal,PT,TP,47,47,AIRPORTUGAL,N/A,1,2024-11-20T00:00:00.000Z,1,1,1,66,9,0,0,,,facebook.com/TAPAirPortugal,instagram.com/tapairportugal/,linkedin.com/company/tap-air-portugal
TapJets,US,,,,TAPJETS,N/A,,,,,,,,,,,,facebook.com/TapJets,instagram.com/tapjets/,linkedin.com/company/10475529/
Taquan Air,US,K3*,,,TAQUAN,N/A,0,,1,,1,12,64.2,0,0,,,facebook.com/taquanair,instagram.com/taquanair/,linkedin.com/company/taquan-air
TAR Aerolineas,MX,YQ,,,TAR,N/A,1,,1,,1,7,21.1,0,0,,,,,
Tar Interpilot,MR,,,,INTERPILOT,N/A,,,,,,,,,,,,,,
Tara Air Line,IR,,,,TARAIR,N/A,,,,,,,,,,,,,,
Taraz Air,KZ,,,,SARISY,N/A,,,,,,,,,,,,,,
Tarco Aviation,SD,3T,,524,AVIATIONTARCO,N/A,,,1,,1,,,,,,,,,
TAROM,RO,RO,281,281,TAROM,N/A,1,2024-05-06T00:00:00.000Z,1,1,1,16,11.1,0,0,,,facebook.com/tarom.ro,instagram.com/tarom.airline/,linkedin.com/company/tarom
Tarp Aviation,RU,,,,ROLEMA,N/A,,,1,,,,,,,,,,,
TAS Aviation,US,,,,TASSAIR,N/A,,,,,,,,,,,,,,
TASA - Trabajos Aereos,ES,,,,TASA,N/A,,,,,,,,,,,,,,
Air Tashkent,UZ,,,,HANN,N/A,,,,,,,,,,,,,,
TashkentAir,UZ,TA*,,,TASHKENTAIR,N/A,,,1,,,,,,,,,,,
Tasman Cargo Airlines,AU,HJ*,943,,FREIGHTEXPRESS,N/A,0,,,1,,1,8,0,0,,,,,
Tassili Airlines,DZ,SF,,515,TASSILIAIR,N/A,1,2025-02-11T00:00:00.000Z,1,,1,12,8.9,1,0,,,,,
Tatra Jet,SK,,,,TATRA,N/A,0,,1,,,6,16.5,0,0,,,,instagram.com/tatrajet/,
Tauranga Aero Club,NZ,,,,PEGASUS,N/A,,,,,,,,,,,,facebook.com/Tauranga-Aero-Club-Inc-153344578055339,instagram.com/tauranga_aeroclub,
Air Taurus,UA,,,,AIRTAURUS,N/A,0,,,,,4,28,0,0,,,,,
Taxair Mexiquenses,MX,,,,TAXAIR,N/A,,,,,,,,,,,,,,
"TAXI AEREO DE MORELIA, S.A. DE C.V.",KZ,,,,BAGDAN,N/A,,,,,,,,,,,,,,
Taxi Aereo Nacional del Evora,MX,,,,TAXIEVORA,N/A,,,,,,,,,,,,,,
Taxi Aereo Turistico,MX,,,,TURISTICO,N/A,,,,,,,,,,,,,,
Taxi Aereo Cozatl,MX,,,,TAXICOZATL,N/A,,,,,,,,,,,,,,
Taxi Aereo de Mexico,MX,,,,TAXIMEX,N/A,0,,,,,3,20.3,0,0,,,,,
Taxi Aereo de Veracruz SA de CV,MX,,,,VERACRUZ,N/A,0,,,,,2,7.5,0,0,,,,,
Taxi Aereo del Norte,MX,,,,TAXINORTE,N/A,0,,,,,1,9,0,0,,,,,
Taxi Aero Bae,MX,,,,TAXIBAIE,N/A,,,,,,,,,,,,,,
Air Taxi & Cargo,SD,,,,TAXICARGO,N/A,,,,,,,,,,,,,,
Air Taxi & Charter International,ES,,,,IBERTAXI,N/A,0,,,,,3,25.7,0,0,,,,,
Air-Taxi Europe,DE,,,,TWINGOOSE,N/A,0,,1,1,1,4,31.8,0,0,,,,,
Air Taxi,IN,,,,AIRTAXI,N/A,,,,,,,,,,,,,,
Taxijet,ES,,,,LIFEJET,N/A,,,,,,,,,,,,,,
Taxirey,MX,,,,TAXIREY,N/A,,,,,,,,,,,,,,
Taxis Aereos Del Noroeste,MX,,,,TAXINOROESTE,N/A,0,,,,,3,16.7,0,0,,,,,
Taxis Aereos Del Pacifico,MX,,,,TAXIPACIFICO,N/A,,,,,,,,,,,,,,
Taxis Aereos del Valle de Toluca,MX,,,,TAXISTOLUCA,N/A,,,,,,,,,,,,,,
Tayaran Alhilall Alnftti,LY,,,,,N/A,,,,,,,,,,,,,,
Tayaran Jet,BG,,,,ALADIN,N/A,1,,1,,1,1,23,0,0,,,facebook.com/tayaranjet,instagram.com/tayaran_jet/,linkedin.com/company/tayaran/
Tayside Aviation,UK,,,,TAYSIDE,N/A,,,,,,1,43,,,,,,,
Tbilisi Airways,GE,TD,,373,TBILISI,N/A,,,1,,1,,,,,,,,,
TCA Jet Charters,DO,,,,,N/A,,,,,,,,,,,,,,
TCA,GE,N6*,,,TOKA,N/A,0,,1,,1,4,27.3,0,0,,,,,
Tchad Airlines,TD,,,,TCHADLINES,N/A,,,,,,,,,,,,,,
Team 125,US,,,,INDERDOG,N/A,,,,,,,,,,,,,,
Team Global Express,AU,,,,TEAMAIR,N/A,,,,,,,,,,,,,,
Tech-Mont Helicopter Company,SK,,,,TECHMONT,N/A,,,,,,,,,,,,,,
Techtimes Sudamericana,AR,C1,,322,,N/A,,,,,,,,,,,,,,
Tecnicas Fotograficas,ES,,,,TECFOTO,N/A,,,,,,,,,,,,,,
Tecnoaviacion,ES,,,,,N/A,,,,,,,,,,,,,,
Tehran Airline,IR,,,,TEHRANAIR,N/A,,,,,,,,,,,,,,
Telecommunication Authority,,,,,,N/A,,,,,,,,,,,,,,
Teledyne Continental Motors,US,,,,TELEDYN,N/A,,,,,,,,,,,,,,
Telesis Transair,US,,,,TELESIS,N/A,,,,,,,,,,,,,,
Telford Aviation,US,,,,TELFORD,N/A,0,,,1,1,2,21,0,0,,,,,
Tempelhof Airways USA,US,,,,TEMPELHOF,N/A,,,,,,,,,,,,,,
Temple Aviacion,ES,,,,,N/A,,,,,,,,,,,,,,
Tempus Jets,US,,,,TEMPUSJETS,N/A,0,,1,,,4,23.8,0,0,,,,,
Temsco Helicopters,US,,,,TEMSCO,N/A,0,,1,,,39,29.1,0,0,,,facebook.com/temscohelicopters,instagram.com/temscohelicopters/,
Tengeriyn Ulaach Shine,MN,,,,SKYHORSE,N/A,,,,,,,,,,,,,,
"Tennessee Air National Guard, 164th Airlift Group",US,,,,,N/A,,,,,,,,,,,,,,
Tennessee Airways,US,,,,TENNESSEE,N/A,,,,,,,,,,,,,,
Tennessee Valley Authority,US,,,,VALLEY,N/A,,,1,1,,,,,,,,,,
Ternhill (RAF),UK,,,,TERNHILL,N/A,,,,,,,,,,,,,,
Terra Avia,MD,T8*,357,,TERRAAVIA,N/A,0,,1,1,,1,30,0,0,,,,,
Terrain Sdp,ES,,,,TERRAIN,N/A,,,,,,,,,,,,,,
Terrex Group,CZ,,,,MAXIG,N/A,,,,,,,,,,,,,,
Terrible Herbst,US,,,,TERRIBLES,N/A,,,1,,,,,,,,,,,
Territorial Airlines,US,,,,TERRIAIRE,N/A,,,,,,,,,,,,,,
Texas Air Charters,US,,,,TEXASCHARTER,N/A,,,,,,,,,,,,,,
Texas Airways,US,,,,TEXASAIRWAYS,N/A,,,,,,,,,,,,,,
Texas National Airlines,US,,,,TEXASNATIONAL,N/A,,,,,,,,,,,,,,
Texas Airlines,US,,,,TEXAIR,N/A,,,,,,,,,,,,,,
Texel Air Australasia,NZ,,,,,N/A,,,,,,,,,,,,,,
Texel Air,BH,,565,,TEXEL,N/A,0,,,1,,3,20.3,0,0,,,,,linkedin.com/company/10563634/
Tez Jet Airlines,KG,,,,TEZJET,N/A,,,1,,1,3,23.7,,,,,,,
TFC Flugbetrieb und - Technik Beratungsgellschaft mbH,DE,,,,GARMANAIR,N/A,,,,,,,,,,,,,,
TFC Flugbetrieb Und - Technik Beratungsgesellschaft mbH,DE,,,,GERMANAIR,N/A,,,,,,,,,,,,,,
"TFF GMBH, OSNABRUECK",DE,,,,CAMPUS,N/A,,,,,,,,,,,,,,
TG Aviation,UK,,,,THANET,N/A,,,,,,,,,,,,,,
Thai Aerospace Services,TH,,,,TASCO,N/A,,,,,,,,,,,,,,
Thai AirAsia,TH,FD,900,900,THAIASIA,N/A,1,,1,1,1,43,7.1,0,0,,,facebook.com/AirAsia,instagram.com/airasia/,linkedin.com/company/airasia
