itinerary_id,stop_count,duration_in_hours,one_way_price_candollar,cabin_class_id,operating_airline_id,marketing_airline_id
18467-2506031130--32385-1-10968-2506031656,1,2.42,581,cc2,al4,al4
18467-2506031130--32385-1-10968-2506031656,1,2.43,581,cc2,al4,al4
18467-2506031812--32385-1-10910-2506032340,1,2.33,581,cc2,al4,al4
18467-2506031640--32695-0-10968-2506031914,0,3.57,598,cc3,al3,al3
18467-2506030820--32695-0-10968-2506031054,0,3.57,598,cc3,al3,al3
18467-2506031329--32573-0-10968-2506031609,0,3.67,556,cc3,al2,al2
18467-2506030645--32573-0-10968-2506030925,0,3.67,556,cc3,al2,al2
18467-2506031720--32573-0-10968-2506032000,0,3.67,668,cc3,al2,al2
18467-2506031715--32695-1-10968-2506032245,1,2.0,868,cc3,al15,al3
18467-2506031715--32695-1-10968-2506032245,1,2.65,868,cc3,al15,al3
18467-2506031630--32695-1-10968-2506032245,1,1.9,868,cc3,al8,al3
18467-2506031630--32695-1-10968-2506032245,1,2.65,868,cc3,al15,al3
18390-2506031525--32695-1-10968-2506032144,1,1.28,968,cc3,al8,al3
18390-2506031525--32695-1-10968-2506032144,1,4.32,968,cc3,al3,al3
18467-2506030700--32695-1-10968-2506031324,1,1.98,620,cc3,al15,al3
18467-2506030700--32695-1-10968-2506031324,1,2.65,620,cc3,al15,al3
18467-2506031015--32695-1-10968-2506031652,1,3.73,868,cc3,al15,al3
18467-2506031015--32695-1-10968-2506031652,1,2.07,868,cc3,al15,al3
18467-2506031640--31722-0-10968-2506031914,0,3.57,596,cc4,al3,al15
18467-2506030820--31722-0-10968-2506031054,0,3.57,596,cc4,al3,al15
18467-2506030700--31722-1-10968-2506031124,1,1.98,618,cc4,al15,al15
18467-2506030700--31722-1-10968-2506031124,1,2.65,618,cc4,al15,al15
18467-2506030600--32385-1-10910-2506031119,1,2.5,770,cc4,al4,al4
18467-2506030630--32573-1-10968-2506031254,1,1.92,578,cc4,al5,al2
18467-2506030630--32573-1-10968-2506031254,1,2.65,578,cc4,al2,al2
"18390-2506040910--31954,-31825-3-10968-2506042219",3,0.98,296,cc1,al10,al11
"18390-2506040700--31954,-31825-3-10968-2506042219",3,0.98,296,cc1,al10,al11
18467-2506041320--32385-1-10910-2506041752,1,2.37,581,cc2,al4,al4
18467-2506040745--32385-1-10968-2506041224,1,2.42,581,cc2,al4,al4
18467-2506040745--32385-1-10968-2506041224,1,2.4,581,cc2,al4,al4
18467-2506040600--32385-1-10910-2506041119,1,2.5,581,cc2,al4,al4
18467-2506041130--32385-1-10968-2506041656,1,2.42,581,cc2,al4,al4
18467-2506041130--32385-1-10968-2506041656,1,2.43,581,cc2,al4,al4
18467-2506041812--32385-1-10910-2506042340,1,2.33,581,cc2,al4,al4
18467-2506041812--32385-1-10968-2506050011,1,2.33,581,cc2,al4,al4
18467-2506041812--32385-1-10968-2506050011,1,2.43,581,cc2,al4,al4
18467-2506041329--32573-0-10968-2506041609,0,3.67,556,cc3,al2,al2
18467-2506041720--32573-0-10968-2506042000,0,3.67,556,cc3,al2,al2
18467-2506040645--32573-0-10968-2506040925,0,3.67,556,cc3,al2,al2
18467-2506041640--31722-0-10968-2506041914,0,3.57,596,cc4,al3,al15
18467-2506040820--31722-0-10968-2506041054,0,3.57,842,cc4,al3,al15
18467-2506040900--31722-1-10968-2506041324,1,1.98,618,cc4,al15,al15
18467-2506040900--31722-1-10968-2506041324,1,2.65,618,cc4,al15,al15
18467-2506040700--31722-1-10968-2506041124,1,1.98,618,cc4,al15,al15
18467-2506040700--31722-1-10968-2506041124,1,2.65,618,cc4,al15,al15
18467-2506041132--32573-1-10968-2506041636,1,1.92,690,cc4,al5,al2
18467-2506041132--32573-1-10968-2506041636,1,2.63,690,cc4,al2,al2
18467-2506040600--32385-1-10910-2506041119,1,2.5,770,cc4,al4,al4
18467-2506040630--32573-1-10968-2506041254,1,1.92,578,cc4,al5,al2
18467-2506040630--32573-1-10968-2506041254,1,2.65,578,cc4,al2,al2
18467-2506051320--31679-1-10910-2506051752,1,2.37,493,cc1,al4,al16
18467-2506050745--31679-1-10968-2506051224,1,2.42,477,cc1,al4,al16
18467-2506050745--31679-1-10968-2506051224,1,2.4,477,cc1,al4,al16
18467-2506050600--31679-1-10910-2506051119,1,2.5,493,cc1,al4,al16
18467-2506051130--31679-1-10968-2506051656,1,2.42,477,cc1,al4,al16
18467-2506051130--31679-1-10968-2506051656,1,2.43,477,cc1,al4,al16
18467-2506051812--31679-1-10910-2506052340,1,2.33,477,cc1,al4,al16
18467-2506051812--31679-1-10968-2506060011,1,2.33,477,cc1,al4,al16
18467-2506051812--31679-1-10968-2506060011,1,2.43,477,cc1,al4,al16
18467-2506051320--32385-1-10910-2506051752,1,2.37,581,cc2,al4,al4
18467-2506050745--32385-1-10968-2506051224,1,2.42,581,cc2,al4,al4
18467-2506050745--32385-1-10968-2506051224,1,2.4,581,cc2,al4,al4
18467-2506050600--32385-1-10910-2506051119,1,2.5,581,cc2,al4,al4
18467-2506051320--32385-1-10968-2506051841,1,2.37,581,cc2,al4,al4
18467-2506051320--32385-1-10968-2506051841,1,2.43,581,cc2,al4,al4
18467-2506051130--32385-1-10968-2506051656,1,2.42,581,cc2,al4,al4
18467-2506051130--32385-1-10968-2506051656,1,2.43,581,cc2,al4,al4
18467-2506051812--32385-1-10910-2506052340,1,2.33,608,cc2,al4,al4
18467-2506051330--32573-0-10968-2506051555,0,3.42,556,cc3,al2,al2
18467-2506050659--32573-0-10968-2506050924,0,3.42,668,cc3,al2,al2
18467-2506051735--32573-0-10968-2506052000,0,3.42,1161,cc3,al2,al2
18467-2506050820--31722-0-10968-2506051054,0,3.57,596,cc4,al3,al15
18467-2506051640--31722-0-10968-2506051914,0,3.57,942,cc4,al3,al15
18467-2506051145--32573-1-10968-2506051545,1,1.92,824,cc4,al5,al2
18467-2506051145--32573-1-10968-2506051545,1,2.5,824,cc4,al2,al2
18467-2506050700--31722-1-10968-2506051124,1,1.98,618,cc4,al15,al15
18467-2506050700--31722-1-10968-2506051124,1,2.65,618,cc4,al15,al15
18467-2506050635--32573-1-10968-2506051112,1,1.92,690,cc4,al5,al2
18467-2506050635--32573-1-10968-2506051112,1,2.63,690,cc4,al2,al2
18467-2506050745--32385-1-10968-2506051224,1,2.42,770,cc4,al4,al4
18467-2506050745--32385-1-10968-2506051224,1,2.4,770,cc4,al4,al4
18467-2506050600--32385-1-10910-2506051119,1,2.5,770,cc4,al4,al4
18467-2506061320--31679-1-10910-2506061752,1,2.37,493,cc1,al4,al16
18467-2506060745--31679-1-10968-2506061224,1,2.42,477,cc1,al4,al16
18467-2506060745--31679-1-10968-2506061224,1,2.4,477,cc1,al4,al16
18467-2506060600--31679-1-10910-2506061119,1,2.5,493,cc1,al4,al16
18467-2506061320--31679-1-10968-2506061841,1,2.37,477,cc1,al4,al16
18467-2506061320--31679-1-10968-2506061841,1,2.43,477,cc1,al4,al16
18467-2506061130--31679-1-10968-2506061656,1,2.42,493,cc1,al4,al16
18467-2506061130--31679-1-10968-2506061656,1,2.43,493,cc1,al4,al16
18467-2506060745--31679-1-10910-2506062036,1,2.42,477,cc1,al4,al16
18467-2506061320--32385-1-10910-2506061752,1,2.37,608,cc2,al4,al4
18467-2506060745--32385-1-10968-2506061224,1,2.42,581,cc2,al4,al4
18467-2506060745--32385-1-10968-2506061224,1,2.4,581,cc2,al4,al4
18467-2506060600--32385-1-10910-2506061119,1,2.5,581,cc2,al4,al4
18467-2506061320--32385-1-10968-2506061841,1,2.37,608,cc2,al4,al4
18467-2506061320--32385-1-10968-2506061841,1,2.43,608,cc2,al4,al4
18467-2506061130--32385-1-10968-2506061656,1,2.42,608,cc2,al4,al4
18467-2506061130--32385-1-10968-2506061656,1,2.43,608,cc2,al4,al4
18467-2506060600--32385-1-10968-2506061224,1,2.5,581,cc2,al4,al4
18467-2506060600--32385-1-10968-2506061224,1,2.4,581,cc2,al4,al4
18467-2506060659--32573-0-10968-2506060924,0,3.42,556,cc3,al2,al2
18467-2506061330--32573-0-10968-2506061555,0,3.42,802,cc3,al2,al2
18467-2506061735--32573-0-10968-2506062000,0,3.42,802,cc3,al2,al2
18467-2506061640--31722-0-10968-2506061914,0,3.57,596,cc4,al3,al15
18467-2506060820--31722-0-10968-2506061054,0,3.57,596,cc4,al3,al15
18467-2506061145--32573-1-10968-2506061545,1,1.92,824,cc4,al5,al2
18467-2506061145--32573-1-10968-2506061545,1,2.5,824,cc4,al2,al2
18467-2506061100--31722-1-10968-2506061522,1,2.02,618,cc4,al12,al15
18467-2506061100--31722-1-10968-2506061522,1,2.62,618,cc4,al15,al15
18467-2506060700--31722-1-10968-2506061124,1,1.98,618,cc4,al15,al15
18467-2506060700--31722-1-10968-2506061124,1,2.65,618,cc4,al15,al15
18467-2506060600--32385-1-10910-2506061119,1,2.5,770,cc4,al4,al4
18467-2506061845--32573-1-10968-2506070041,1,1.92,607,cc4,al5,al2
18467-2506061845--32573-1-10968-2506070041,1,2.6,607,cc4,al2,al2
18467-2506060635--32573-1-10968-2506061338,1,1.92,690,cc4,al5,al2
18467-2506060635--32573-1-10968-2506061338,1,2.47,690,cc4,al2,al2
18467-2506060745--32385-1-10910-2506061501,1,2.42,770,cc4,al4,al4
18467-2506071330--32573-0-10968-2506071555,0,3.42,427,cc1,al2,al2
18467-2506071735--32573-0-10968-2506072000,0,3.42,427,cc1,al2,al2
18467-2506070659--32573-0-10968-2506070924,0,3.42,427,cc1,al2,al2
18467-2506071130--32385-1-10968-2506071656,1,2.42,413,cc1,al4,al4
18467-2506071130--32385-1-10968-2506071656,1,2.43,413,cc1,al4,al4
18467-2506071130--32385-1-10910-2506071752,1,2.42,413,cc1,al4,al4
18467-2506071320--32385-1-10968-2506072021,1,2.37,413,cc1,al4,al4
18467-2506071320--32385-1-10968-2506072021,1,2.43,413,cc1,al4,al4
18467-2506070745--32385-1-10910-2506071501,1,2.42,413,cc1,al4,al4
18467-2506071320--32385-1-10910-2506071752,1,2.37,645,cc2,al4,al4
18467-2506070745--32385-1-10968-2506071224,1,2.42,581,cc2,al4,al4
18467-2506070745--32385-1-10968-2506071224,1,2.4,581,cc2,al4,al4
18467-2506070600--32385-1-10910-2506071109,1,2.5,581,cc2,al4,al4
18467-2506071130--32385-1-10968-2506071656,1,2.42,581,cc2,al4,al4
18467-2506071130--32385-1-10968-2506071656,1,2.43,581,cc2,al4,al4
18467-2506071130--32385-1-10910-2506071752,1,2.42,581,cc2,al4,al4
18467-2506071735--32573-0-10968-2506072000,0,3.42,556,cc3,al2,al2
18467-2506070659--32573-0-10968-2506070924,0,3.42,556,cc3,al2,al2
18467-2506071330--32573-0-10968-2506071555,0,3.42,1161,cc3,al2,al2
18467-2506070820--32695-0-10968-2506071054,0,3.57,598,cc3,al3,al3
18467-2506071640--32695-0-10968-2506071914,0,3.57,846,cc3,al3,al3
18467-2506070815--32695-1-10968-2506071324,1,1.9,620,cc3,al8,al3
18467-2506070815--32695-1-10968-2506071324,1,2.65,620,cc3,al15,al3
18467-2506070700--32695-1-10968-2506071324,1,1.98,620,cc3,al15,al3
18467-2506070700--32695-1-10968-2506071324,1,2.65,620,cc3,al15,al3
18467-2506071015--32695-1-10968-2506071652,1,3.73,868,cc3,al15,al3
18467-2506071015--32695-1-10968-2506071652,1,2.07,868,cc3,al15,al3
18467-2506071445--32695-1-10968-2506072245,1,2.08,699,cc3,al12,al3
18467-2506071445--32695-1-10968-2506072245,1,2.65,699,cc3,al15,al3
18467-2506071015--32695-1-10968-2506072059,1,3.73,620,cc3,al15,al3
18467-2506071015--32695-1-10968-2506072059,1,2.05,620,cc3,al15,al3
18467-2506070820--31722-0-10968-2506071054,0,3.57,596,cc4,al3,al15
18467-2506071640--31722-0-10968-2506071914,0,3.57,842,cc4,al3,al15
18467-2506071325--32573-1-10968-2506071734,1,1.92,578,cc4,al5,al2
18467-2506071325--32573-1-10968-2506071734,1,2.4,578,cc4,al2,al2
18467-2506070900--31722-1-10968-2506071324,1,1.98,618,cc4,al15,al15
18467-2506070900--31722-1-10968-2506071324,1,2.65,618,cc4,al15,al15
18467-2506070700--31722-1-10968-2506071124,1,1.98,618,cc4,al15,al15
18467-2506070700--31722-1-10968-2506071124,1,2.65,618,cc4,al15,al15
18467-2506070815--31722-1-10968-2506071324,1,1.9,618,cc4,al8,al15
18467-2506070815--31722-1-10968-2506071324,1,2.65,618,cc4,al15,al15
18467-2506071145--32573-1-10968-2506071734,1,1.92,578,cc4,al5,al2
18467-2506071145--32573-1-10968-2506071734,1,2.4,578,cc4,al2,al2
18467-2506081330--32573-0-10968-2506081555,0,3.42,449,cc1,al2,al2
18467-2506081735--32573-0-10968-2506082000,0,3.42,449,cc1,al2,al2
18467-2506080659--32573-0-10968-2506080924,0,3.42,449,cc1,al2,al2
18467-2506080600--32385-1-10968-2506081015,1,2.33,413,cc1,al4,al4
18467-2506080600--32385-1-10968-2506081015,1,2.25,413,cc1,al4,al4
18467-2506080745--32385-1-10968-2506081215,1,2.25,413,cc1,al4,al4
18467-2506080745--32385-1-10968-2506081215,1,2.25,413,cc1,al4,al4
18467-2506080600--32385-1-10910-2506081115,1,2.33,413,cc1,al4,al4
18467-2506080745--32385-1-10910-2506081357,1,2.25,477,cc1,al4,al4
18467-2506081559--32385-2-10968-2506090001,2,2.27,440,cc1,al4,al4
18467-2506081130--32385-1-10910-2506081534,1,2.23,860,cc2,al4,al4
18467-2506080600--32385-1-10968-2506081015,1,2.33,581,cc2,al4,al4
18467-2506080600--32385-1-10968-2506081015,1,2.25,581,cc2,al4,al4
18467-2506081320--32385-1-10910-2506081749,1,2.28,808,cc2,al4,al4
18467-2506080745--32385-1-10968-2506081215,1,2.25,581,cc2,al4,al4
18467-2506080745--32385-1-10968-2506081215,1,2.25,581,cc2,al4,al4
18467-2506081855--32385-1-10910-2506082338,1,2.35,808,cc2,al4,al4
18467-2506080600--32385-1-10910-2506081115,1,2.33,581,cc2,al4,al4
18467-2506081559--32385-2-10968-2506090001,2,2.27,608,cc2,al4,al4
18467-2506081330--32573-0-10968-2506081555,0,3.42,824,cc3,al2,al2
18467-2506080659--32573-0-10968-2506080924,0,3.42,690,cc3,al2,al2
18467-2506081735--32573-0-10968-2506082000,0,3.42,824,cc3,al2,al2
18467-2506080820--32695-0-10968-2506081054,0,3.57,598,cc3,al3,al3
18467-2506081640--32695-0-10968-2506081914,0,3.57,1189,cc3,al3,al3
18467-2506080815--32695-1-10968-2506081324,1,1.9,1110,cc3,al8,al3
18467-2506080815--32695-1-10968-2506081324,1,2.65,1110,cc3,al15,al3
18467-2506081000--32695-1-10968-2506081522,1,1.9,1588,cc3,al8,al3
18467-2506081000--32695-1-10968-2506081522,1,2.62,1588,cc3,al15,al3
18390-2506081525--32695-1-10968-2506082144,1,1.28,1317,cc3,al8,al3
18390-2506081525--32695-1-10968-2506082144,1,4.32,1317,cc3,al3,al3
18467-2506080700--32695-1-10968-2506081324,1,1.98,868,cc3,al15,al3
18467-2506080700--32695-1-10968-2506081324,1,2.65,868,cc3,al15,al3
18467-2506081015--32695-1-10968-2506081652,1,3.73,1110,cc3,al15,al3
18467-2506081015--32695-1-10968-2506081652,1,2.07,1110,cc3,al15,al3
18467-2506080820--31722-0-10968-2506081054,0,3.57,596,cc4,al3,al15
18467-2506081640--31722-0-10968-2506081914,0,3.57,1183,cc4,al3,al15
18467-2506081130--32385-1-10910-2506081534,1,2.23,1049,cc4,al4,al4
18467-2506080600--32385-1-10968-2506081015,1,2.33,770,cc4,al4,al4
18467-2506080600--32385-1-10968-2506081015,1,2.25,770,cc4,al4,al4
18467-2506080700--31722-1-10968-2506081124,1,1.98,824,cc4,al15,al15
18467-2506080700--31722-1-10968-2506081124,1,2.65,824,cc4,al15,al15
18467-2506080745--32385-1-10968-2506081215,1,2.25,770,cc4,al4,al4
18467-2506080745--32385-1-10968-2506081215,1,2.25,770,cc4,al4,al4
18467-2506080600--32385-1-10910-2506081115,1,2.33,770,cc4,al4,al4
18467-2506091330--32573-0-10968-2506091555,0,3.42,427,cc1,al2,al2
18467-2506091735--32573-0-10968-2506092000,0,3.42,427,cc1,al2,al2
18467-2506090659--32573-0-10968-2506090924,0,3.42,427,cc1,al2,al2
18467-2506091130--31679-1-10910-2506091534,1,2.23,506,cc1,al4,al16
18467-2506090745--32385-1-10910-2506091357,1,2.25,413,cc1,al4,al4
18467-2506091710--32385-1-10968-2506100001,1,2.28,413,cc1,al4,al4
18467-2506091710--32385-1-10968-2506100001,1,2.27,413,cc1,al4,al4
18467-2506091559--32385-2-10968-2506100001,2,2.27,413,cc1,al4,al4
18467-2506091130--32385-1-10910-2506091534,1,2.23,808,cc2,al4,al4
18467-2506090600--32385-1-10968-2506091015,1,2.33,745,cc2,al4,al4
18467-2506090600--32385-1-10968-2506091015,1,2.25,745,cc2,al4,al4
18467-2506091320--32385-1-10910-2506091749,1,2.28,808,cc2,al4,al4
18467-2506090745--32385-1-10968-2506091215,1,2.25,808,cc2,al4,al4
18467-2506090745--32385-1-10968-2506091215,1,2.25,808,cc2,al4,al4
18467-2506091855--32385-1-10910-2506092338,1,2.35,608,cc2,al4,al4
18467-2506091855--32385-1-10968-2506100001,1,2.35,608,cc2,al4,al4
18467-2506091855--32385-1-10968-2506100001,1,2.27,608,cc2,al4,al4
18467-2506090745--32385-1-10910-2506091357,1,2.25,581,cc2,al4,al4
18467-2506091735--32573-0-10968-2506092000,0,3.42,556,cc3,al2,al2
18467-2506091330--32573-0-10968-2506091555,0,3.42,802,cc3,al2,al2
18467-2506090659--32573-0-10968-2506090924,0,3.42,802,cc3,al2,al2
18467-2506091640--31722-0-10968-2506091914,0,3.57,842,cc4,al3,al15
18467-2506090820--31722-0-10968-2506091054,0,3.57,842,cc4,al3,al15
18467-2506091130--32385-1-10910-2506091534,1,2.23,997,cc4,al4,al4
18467-2506091325--32573-1-10968-2506091734,1,1.92,824,cc4,al5,al2
18467-2506091325--32573-1-10968-2506091734,1,2.4,824,cc4,al2,al2
18467-2506090635--32573-1-10968-2506091112,1,1.92,824,cc4,al5,al2
18467-2506090635--32573-1-10968-2506091112,1,2.63,824,cc4,al2,al2
18467-2506090745--32385-1-10910-2506091357,1,2.25,770,cc4,al4,al4
18467-2506101330--32573-0-10968-2506101555,0,3.42,427,cc1,al2,al2
18467-2506101735--32573-0-10968-2506102000,0,3.42,427,cc1,al2,al2
18467-2506100659--32573-0-10968-2506100924,0,3.42,427,cc1,al2,al2
18467-2506101130--32385-1-10910-2506101534,1,2.23,413,cc1,al4,al4
18467-2506100600--32385-1-10910-2506101115,1,2.33,413,cc1,al4,al4
18467-2506101130--32385-1-10968-2506101647,1,2.23,413,cc1,al4,al4
18467-2506101130--32385-1-10968-2506101647,1,2.28,413,cc1,al4,al4
18467-2506100745--32385-1-10910-2506101357,1,2.25,413,cc1,al4,al4
18467-2506101130--32385-1-10910-2506101534,1,2.23,581,cc2,al4,al4
18467-2506100600--32385-1-10968-2506101015,1,2.33,581,cc2,al4,al4
18467-2506100600--32385-1-10968-2506101015,1,2.25,581,cc2,al4,al4
18467-2506101320--32385-1-10910-2506101749,1,2.28,608,cc2,al4,al4
18467-2506100745--32385-1-10968-2506101215,1,2.25,581,cc2,al4,al4
18467-2506100745--32385-1-10968-2506101215,1,2.25,581,cc2,al4,al4
18467-2506101710--32385-1-10968-2506102211,1,2.28,581,cc2,al4,al4
18467-2506101710--32385-1-10968-2506102211,1,2.27,581,cc2,al4,al4
18467-2506101320--32385-1-10968-2506101833,1,2.28,608,cc2,al4,al4
18467-2506101320--32385-1-10968-2506101833,1,2.3,608,cc2,al4,al4
18467-2506101130--32385-1-10968-2506101647,1,2.23,581,cc2,al4,al4
18467-2506101130--32385-1-10968-2506101647,1,2.28,581,cc2,al4,al4
18467-2506101735--32573-0-10968-2506102000,0,3.42,668,cc3,al2,al2
18467-2506101330--32573-0-10968-2506101555,0,3.42,802,cc3,al2,al2
18467-2506100659--32573-0-10968-2506100924,0,3.42,668,cc3,al2,al2
18467-2506101640--32695-0-10968-2506101914,0,3.57,598,cc3,al3,al3
18467-2506100820--32695-0-10968-2506101054,0,3.57,598,cc3,al3,al3
18467-2506100815--32695-1-10968-2506101324,1,1.9,1110,cc3,al8,al3
18467-2506100815--32695-1-10968-2506101324,1,2.65,1110,cc3,al15,al3
18467-2506101000--32695-1-10968-2506101522,1,1.9,868,cc3,al8,al3
18467-2506101000--32695-1-10968-2506101522,1,2.62,868,cc3,al15,al3
18467-2506100900--32695-1-10968-2506101522,1,1.98,868,cc3,al15,al3
18467-2506100900--32695-1-10968-2506101522,1,2.62,868,cc3,al15,al3
18467-2506100700--32695-1-10968-2506101324,1,1.98,620,cc3,al15,al3
18467-2506100700--32695-1-10968-2506101324,1,2.65,620,cc3,al15,al3
18467-2506100815--32695-1-10968-2506101522,1,1.9,868,cc3,al8,al3
18467-2506100815--32695-1-10968-2506101522,1,2.62,868,cc3,al15,al3
18467-2506101640--31722-0-10968-2506101914,0,3.57,596,cc4,al3,al15
18467-2506100820--31722-0-10968-2506101054,0,3.57,596,cc4,al3,al15
18467-2506101145--32573-1-10968-2506101545,1,1.92,690,cc4,al5,al2
18467-2506101145--32573-1-10968-2506101545,1,2.5,690,cc4,al2,al2
18467-2506101130--32385-1-10910-2506101534,1,2.23,770,cc4,al4,al4
18467-2506101325--32573-1-10968-2506101734,1,1.92,634,cc4,al5,al2
18467-2506101325--32573-1-10968-2506101734,1,2.4,634,cc4,al2,al2
18467-2506101100--31722-1-10968-2506101522,1,2.02,618,cc4,al12,al15
18467-2506101100--31722-1-10968-2506101522,1,2.62,618,cc4,al15,al15
18467-2506100700--31722-1-10968-2506101124,1,1.98,618,cc4,al15,al15
18467-2506100700--31722-1-10968-2506101124,1,2.65,618,cc4,al15,al15
"18390-2506110910--31954,-31825-3-10968-2506112219",3,0.98,560,cc1,al10,al11
18467-2506111130--32385-1-10910-2506111534,1,2.23,608,cc2,al4,al4
18467-2506110600--32385-1-10968-2506111015,1,2.33,581,cc2,al4,al4
18467-2506110600--32385-1-10968-2506111015,1,2.25,581,cc2,al4,al4
18467-2506111320--32385-1-10910-2506111749,1,2.28,608,cc2,al4,al4
18467-2506110745--32385-1-10968-2506111215,1,2.25,581,cc2,al4,al4
18467-2506110745--32385-1-10968-2506111215,1,2.25,581,cc2,al4,al4
18467-2506111320--32385-1-10968-2506111833,1,2.28,608,cc2,al4,al4
18467-2506111320--32385-1-10968-2506111833,1,2.3,608,cc2,al4,al4
18467-2506111130--32385-1-10968-2506111647,1,2.23,608,cc2,al4,al4
18467-2506111130--32385-1-10968-2506111647,1,2.28,608,cc2,al4,al4
18467-2506111330--32573-0-10968-2506111555,0,3.42,668,cc3,al2,al2
18467-2506110659--32573-0-10968-2506110924,0,3.42,556,cc3,al2,al2
18467-2506111735--32573-0-10968-2506112000,0,3.42,802,cc3,al2,al2
18467-2506111640--31722-0-10968-2506111914,0,3.57,596,cc4,al3,al15
18467-2506110820--31722-0-10968-2506111054,0,3.57,842,cc4,al3,al15
18467-2506111145--32573-1-10968-2506111545,1,1.92,690,cc4,al5,al2
18467-2506111145--32573-1-10968-2506111545,1,2.5,690,cc4,al2,al2
18467-2506111325--32573-1-10968-2506111734,1,1.92,690,cc4,al5,al2
18467-2506111325--32573-1-10968-2506111734,1,2.4,690,cc4,al2,al2
18467-2506110900--31722-1-10968-2506111324,1,1.98,618,cc4,al15,al15
18467-2506110900--31722-1-10968-2506111324,1,2.65,618,cc4,al15,al15
18467-2506110700--31722-1-10968-2506111124,1,1.98,618,cc4,al15,al15
18467-2506110700--31722-1-10968-2506111124,1,2.65,618,cc4,al15,al15
18467-2506111845--32573-1-10968-2506120041,1,1.92,578,cc4,al5,al2
18467-2506111845--32573-1-10968-2506120041,1,2.6,578,cc4,al2,al2
18467-2506121330--32573-0-10968-2506121555,0,3.42,427,cc1,al2,al2
18467-2506121735--32573-0-10968-2506122000,0,3.42,427,cc1,al2,al2
18467-2506120659--32573-0-10968-2506120924,0,3.42,427,cc1,al2,al2
18467-2506120745--32385-1-10910-2506121357,1,2.25,413,cc1,al4,al4
18467-2506121130--32385-1-10910-2506121534,1,2.23,808,cc2,al4,al4
18467-2506120600--32385-1-10968-2506121015,1,2.33,581,cc2,al4,al4
18467-2506120600--32385-1-10968-2506121015,1,2.25,581,cc2,al4,al4
18467-2506121320--32385-1-10910-2506121749,1,2.28,645,cc2,al4,al4
18467-2506120745--32385-1-10968-2506121215,1,2.25,581,cc2,al4,al4
18467-2506120745--32385-1-10968-2506121215,1,2.25,581,cc2,al4,al4
18467-2506121855--32385-1-10910-2506122338,1,2.35,608,cc2,al4,al4
18467-2506121710--32385-1-10968-2506122211,1,2.28,581,cc2,al4,al4
18467-2506121710--32385-1-10968-2506122211,1,2.27,581,cc2,al4,al4
18467-2506121855--32385-1-10968-2506130001,1,2.35,608,cc2,al4,al4
18467-2506121855--32385-1-10968-2506130001,1,2.27,608,cc2,al4,al4
18467-2506121320--32385-1-10968-2506121833,1,2.28,608,cc2,al4,al4
18467-2506121320--32385-1-10968-2506121833,1,2.3,608,cc2,al4,al4
18467-2506120659--32573-0-10968-2506120924,0,3.42,556,cc3,al2,al2
18467-2506121330--32573-0-10968-2506121555,0,3.42,668,cc3,al2,al2
18467-2506121735--32573-0-10968-2506122000,0,3.42,1161,cc3,al2,al2
18467-2506121640--32695-0-10968-2506121914,0,3.57,846,cc3,al3,al3
18467-2506120820--32695-0-10968-2506121054,0,3.57,846,cc3,al3,al3
18467-2506121410--32695-1-10968-2506121858,1,1.92,1110,cc3,al3,al3
18467-2506121410--32695-1-10968-2506121858,1,2.63,1110,cc3,al15,al3
18467-2506120815--32695-1-10968-2506121324,1,1.9,1110,cc3,al8,al3
18467-2506120815--32695-1-10968-2506121324,1,2.65,1110,cc3,al15,al3
18467-2506121000--32695-1-10968-2506121522,1,1.9,1110,cc3,al8,al3
18467-2506121000--32695-1-10968-2506121522,1,2.62,1110,cc3,al15,al3
18467-2506120900--32695-1-10968-2506121522,1,1.98,620,cc3,al15,al3
18467-2506120900--32695-1-10968-2506121522,1,2.62,620,cc3,al15,al3
18467-2506120700--32695-1-10968-2506121324,1,1.98,620,cc3,al15,al3
18467-2506120700--32695-1-10968-2506121324,1,2.65,620,cc3,al15,al3
18467-2506121640--31722-0-10968-2506121914,0,3.57,842,cc4,al3,al15
18467-2506120820--31722-0-10968-2506121054,0,3.57,842,cc4,al3,al15
18467-2506121325--32573-1-10968-2506121734,1,1.92,824,cc4,al5,al2
18467-2506121325--32573-1-10968-2506121734,1,2.4,824,cc4,al2,al2
18467-2506121100--31722-1-10968-2506121522,1,2.02,739,cc4,al12,al15
18467-2506121100--31722-1-10968-2506121522,1,2.62,739,cc4,al15,al15
18467-2506120900--31722-1-10968-2506121324,1,1.98,618,cc4,al15,al15
18467-2506120900--31722-1-10968-2506121324,1,2.65,618,cc4,al15,al15
18467-2506120700--31722-1-10968-2506121124,1,1.98,618,cc4,al15,al15
18467-2506120700--31722-1-10968-2506121124,1,2.65,618,cc4,al15,al15
18467-2506120635--32573-1-10968-2506121112,1,1.92,690,cc4,al5,al2
18467-2506120635--32573-1-10968-2506121112,1,2.63,690,cc4,al2,al2
18467-2506121145--32573-1-10968-2506121734,1,1.92,690,cc4,al5,al2
18467-2506121145--32573-1-10968-2506121734,1,2.4,690,cc4,al2,al2
18467-2506131330--32573-0-10968-2506131555,0,3.42,427,cc1,al2,al2
18467-2506131735--32573-0-10968-2506132000,0,3.42,427,cc1,al2,al2
18467-2506130659--32573-0-10968-2506130924,0,3.42,427,cc1,al2,al2
18467-2506130820--31722-0-10968-2506131054,0,3.57,398,cc1,al3,al15
