itinerary_id,itineraries
it4995,18467-2511301330--31679-1-10910-2511301749
it4996,18467-2511300615--31679-1-10910-2511301115
it4997,18467-2511301800--31679-1-10910-2511302338
it4998,18467-2511301130--31679-1-10910-2511301749
it4999,18467-2511301330--31679-1-10910-2511302338
it5000,18467-2511301330--32385-1-10910-2511301749
it5001,18467-2511300745--32385-1-10968-2511301215
it5002,18467-2511300615--32385-1-10910-2511301115
it5003,18467-2511301330--32385-1-10968-2511301833
it5004,18467-2511301130--32385-1-10968-2511301647
it5005,18467-2511300615--32385-1-10968-2511301215
it5006,18467-2511301940--32695-0-10968-2511302222
it5007,18467-2511301400--32695-0-10968-2511301642
it5008,18467-2511300900--32695-1-10968-2511301311
it5009,18467-2511301400--32695-1-10968-2511301826
it5010,18467-2511300700--32695-1-10968-2511301132
it5011,18467-2511301100--32695-1-10968-2511301554
it5012,18467-2511301000--32695-1-10968-2511301554
it5013,18467-2511301940--31722-0-10968-2511302222
it5014,18467-2511301400--31722-0-10968-2511301642
it5015,18467-2511300900--31722-1-10968-2511301311
it5016,18467-2511301400--31722-1-10968-2511301826
it5017,18467-2511301330--32385-1-10968-2511302211
it5018,18467-2510010829--32573-0-10968-2510011054
it5019,18467-2510011840--32573-0-10968-2510012105
it5020,18467-2510011440--32573-0-10968-2510011705
it5021,18467-2510011130--32573-1-10968-2510011555
it5022,18467-2510011320--32385-1-10968-2510011833
it5023,18467-2510011130--32385-1-10968-2510011647
it5024,18467-2510010600--32385-1-10968-2510011015
it5025,18467-2510011320--32385-1-10910-2510011749
it5026,18467-2510010745--32385-1-10968-2510011215
it5027,18467-2510011855--32385-1-10910-2510012338
it5028,18467-2510011710--32385-1-10968-2510012211
it5029,18467-2510011635--32695-0-10968-2510011857
it5030,18467-2510010820--32695-0-10968-2510011042
it5031,18467-2510010900--32695-1-10968-2510011311
it5032,18467-2510011400--32695-1-10968-2510011826
it5033,18467-2510011000--32695-1-10968-2510011519
it5034,18467-2510011300--32695-1-10968-2510011826
it5035,18467-2510010900--32695-1-10968-2510011519
it5036,18467-2510011635--31722-0-10968-2510011857
it5037,18467-2510010820--31722-0-10968-2510011042
it5038,18467-2510010900--31722-1-10968-2510011311
it5039,18467-2510011100--31722-1-10968-2510011519
it5040,18467-2510010900--31722-1-10968-2510011519
it5041,18467-2510021440--32573-0-10968-2510021705
it5042,18467-2510020829--32573-0-10968-2510021054
it5043,18467-2510021840--32573-0-10968-2510022105
it5044,18467-2510020600--32385-1-10968-2510021015
it5045,18467-2510020745--32385-1-10968-2510021215
it5046,18467-2510021320--32385-1-10968-2510021833
it5047,18467-2510021320--32385-1-10910-2510021749
it5048,18467-2510021855--32385-1-10910-2510022338
it5049,18467-2510021710--32385-1-10968-2510022211
it5050,18467-2510021855--32385-1-10968-2510030001
it5051,18467-2510020820--32695-0-10968-2510021042
it5052,18467-2510021635--32695-0-10968-2510021857
it5053,18467-2510020900--32695-1-10968-2510021311
it5054,18467-2510021400--32695-1-10968-2510021826
it5055,18467-2510021000--32695-1-10968-2510021519
it5056,18467-2510020900--32695-1-10968-2510021519
it5057,18467-2510020815--32695-1-10968-2510021519
it5058,18467-2510021635--31722-0-10968-2510021857
it5059,18467-2510020820--31722-0-10968-2510021042
it5060,18467-2510020900--31722-1-10968-2510021311
it5061,18467-2510021100--31722-1-10968-2510021519
it5062,18467-2510021130--32573-1-10968-2510021555
it5063,18467-2510031440--32573-0-10968-2510031705
it5064,18467-2510030829--32573-0-10968-2510031054
it5065,18467-2510031840--32573-0-10968-2510032105
it5066,18467-2510030600--32385-1-10968-2510031015
it5067,18467-2510031130--32573-1-10968-2510031555
it5068,18467-2510031320--32385-1-10910-2510031749
it5069,18467-2510031320--32385-1-10968-2510031833
it5070,18467-2510030745--32385-1-10968-2510031421
it5071,18467-2510030745--32385-1-10968-2510031215
it5072,18467-2510031855--32385-1-10910-2510032338
it5073,18467-2510031710--32385-1-10968-2510032211
it5074,18467-2510031855--32385-1-10968-2510040001
it5075,18467-2510031130--32385-1-10968-2510031647
it5076,18467-2510031635--32695-0-10968-2510031857
it5077,18467-2510030820--32695-0-10968-2510031042
it5078,18467-2510030900--32695-1-10968-2510031311
it5079,18467-2510030700--32695-1-10968-2510031150
it5080,18467-2510030815--32695-1-10968-2510031311
it5081,18467-2510031000--32695-1-10968-2510031519
it5082,18467-2510030700--32695-1-10968-2510031311
it5083,18467-2510031635--31722-0-10968-2510031857
it5084,18467-2510030820--31722-0-10968-2510031042
it5085,18467-2510031100--31722-1-10968-2510031519
it5086,18467-2510031841--32573-1-10968-2510032306
it5087,18467-2510041440--32573-0-10968-2510041705
it5088,18467-2510040829--32573-0-10968-2510041054
it5089,18467-2510041840--32573-0-10968-2510042105
it5090,18467-2510041130--32573-1-10968-2510041555
it5091,18467-2510041130--32385-1-10968-2510041647
it5092,18467-2510040945--32385-2-10968-2510041647
it5093,18467-2510040600--32385-1-10968-2510041015
it5094,18467-2510041320--32385-1-10910-2510041749
it5095,18467-2510040745--32385-1-10968-2510041215
it5096,18467-2510041855--32385-1-10910-2510042338
it5097,18467-2510041710--32385-1-10968-2510042211
it5098,18467-2510041320--32385-1-10968-2510041833
it5099,18467-2510041635--31722-0-10968-2510041857
it5100,18467-2510040820--31722-0-10968-2510041042
it5101,18467-2510041841--32573-1-10968-2510042306
it5102,18467-2510040630--32573-1-10968-2510041121
it5103,18467-2510041310--32573-1-10968-2510041841
it5104,18467-2510051440--32573-0-10968-2510051705
it5105,18467-2510050829--32573-0-10968-2510051054
it5106,18467-2510051840--32573-0-10968-2510052105
it5107,18467-2510050600--32385-1-10968-2510051015
it5108,18467-2510050745--32385-1-10968-2510051215
it5109,18467-2510050600--32385-1-10910-2510051115
it5110,18467-2510051320--32385-1-10910-2510051749
it5111,18467-2510051855--32385-1-10910-2510052338
it5112,18467-2510051320--32385-1-10968-2510051833
it5113,18467-2510050820--32695-0-10968-2510051042
it5114,18467-2510051635--32695-0-10968-2510051857
it5115,18467-2510050900--32695-1-10968-2510051311
it5116,18467-2510051400--32695-1-10968-2510051826
it5117,18467-2510050700--32695-1-10968-2510051150
it5118,18467-2510051000--32695-1-10968-2510051519
it5119,18467-2510050815--32695-1-10968-2510051519
it5120,18467-2510051635--31722-0-10968-2510051857
it5121,18467-2510050820--31722-0-10968-2510051042
it5122,18467-2509060820--32695-0-10968-2509061042
it5123,18467-2509061635--32695-0-10968-2509061857
it5124,18467-2509061440--32573-0-10968-2509061705
it5125,18467-2509060829--32573-0-10968-2509061054
it5126,18467-2509061840--32573-0-10968-2509062105
it5127,18467-2509060900--32695-1-10968-2509061311
it5128,18467-2509061130--32385-1-10968-2509061647
it5129,18467-2509061000--32695-1-10968-2509061519
it5130,18467-2509060600--31679-1-10968-2509061015
it5131,18467-2509060600--32385-1-10968-2509061015
it5132,18467-2509061320--32385-1-10910-2509061749
it5133,18467-2509061320--31679-1-10910-2509061749
it5134,18467-2509060745--31679-1-10968-2509061215
it5135,18467-2509061400--32695-1-10968-2509061826
it5136,18467-2509060900--32695-1-10968-2509061519
it5137,18467-2509060815--32695-1-10968-2509061519
it5138,18467-2509060820--31722-0-10968-2509061042
it5139,18467-2509061635--31722-0-10968-2509061857
it5140,18467-2509061130--32573-1-10968-2509061555
it5141,18467-2509060630--32573-1-10968-2509061121
it5142,18467-2509061310--32573-1-10968-2509061841
it5143,18467-2509061509--32573-1-10968-2509062148
it5144,18467-2510070600--32385-1-10968-2510071015
it5145,18467-2510071320--32385-1-10910-2510071749
it5146,18467-2510071320--31679-1-10910-2510071749
it5147,18467-2510070745--32385-1-10968-2510071215
it5148,18467-2510071855--32385-1-10910-2510072338
it5149,18467-2510071710--32385-1-10968-2510072211
it5150,18467-2510071320--32385-1-10968-2510071833
it5151,18467-2510071855--32385-1-10968-2510080001
it5152,18467-2510070820--32695-0-10968-2510071042
it5153,18467-2510071635--32695-0-10968-2510071857
it5154,18467-2510071829--32573-0-10968-2510072105
it5155,18467-2510070814--32573-0-10968-2510071054
it5156,18467-2510071324--32573-0-10968-2510071609
it5157,18467-2510070900--32695-1-10968-2510071311
it5158,18467-2510071400--32695-1-10968-2510071826
it5159,18467-2510071000--32695-1-10968-2510071519
it5160,18467-2510071300--32695-1-10968-2510071826
it5161,18467-2510070900--32695-1-10968-2510071519
it5162,18467-2510071635--31722-0-10968-2510071857
it5163,18467-2510070820--31722-0-10968-2510071042
it5164,18467-2510071155--32573-1-10968-2510071755
it5165,18467-2510071320--32573-1-10968-2510071933
it5166,18467-2510080600--32385-1-10968-2510081015
it5167,18467-2510081320--32385-1-10910-2510081749
it5168,18467-2510081320--31679-1-10910-2510081749
it5169,18467-2510080745--32385-1-10968-2510081215
it5170,18467-2510081855--32385-1-10910-2510082338
it5171,18467-2510081710--32385-1-10968-2510082211
it5172,18467-2510081320--32385-1-10968-2510081833
it5173,18467-2510081130--32385-1-10968-2510081647
it5174,18467-2510081855--32385-1-10968-2510090001
it5175,18467-2510081635--32695-0-10968-2510081857
it5176,18467-2510080820--32695-0-10968-2510081042
it5177,18467-2510081829--32573-0-10968-2510082105
it5178,18467-2510080814--32573-0-10968-2510081054
it5179,18467-2510081324--32573-0-10968-2510081609
it5180,18467-2510080900--32695-1-10968-2510081311
it5181,18467-2510081400--32695-1-10968-2510081826
it5182,18467-2510081000--32695-1-10968-2510081519
it5183,18467-2510081300--32695-1-10968-2510081826
it5184,18467-2510080900--32695-1-10968-2510081519
it5185,18467-2510081635--31722-0-10968-2510081857
it5186,18467-2510080820--31722-0-10968-2510081042
it5187,18467-2510081100--31722-1-10968-2510081519
it5188,18467-2510080900--31722-1-10968-2510081519
it5189,18467-2510090600--32385-1-10968-2510091015
it5190,18467-2510090600--31679-1-10968-2510091015
it5191,18467-2510091320--32385-1-10910-2510091749
it5192,18467-2510091320--31679-1-10910-2510091749
it5193,18467-2510090745--31679-1-10968-2510091215
it5194,18467-2510090745--32385-1-10968-2510091215
it5195,18467-2510091855--32385-1-10968-2510100001
it5196,18467-2510091320--32385-1-10968-2510091833
it5197,18467-2510091855--32385-1-10910-2510092338
it5198,18467-2510090600--32385-1-10910-2510091115
it5199,18467-2510091130--32385-1-10968-2510091647
it5200,18467-2510090820--32695-0-10968-2510091042
it5201,18467-2510091635--32695-0-10968-2510091857
it5202,18467-2510091829--32573-0-10968-2510092105
it5203,18467-2510090814--32573-0-10968-2510091054
it5204,18467-2510091324--32573-0-10968-2510091609
it5205,18467-2510090900--32695-1-10968-2510091311
it5206,18467-2510091400--32695-1-10968-2510091826
it5207,18467-2510090815--32695-1-10968-2510091311
it5208,18467-2510091000--32695-1-10968-2510091519
it5209,18467-2510090900--32695-1-10968-2510091519
it5210,18467-2510090820--31722-0-10968-2510091042
it5211,18467-2510091635--31722-0-10968-2510091857
it5212,18467-2510090900--31722-1-10968-2510091311
it5213,18467-2510091100--31722-1-10968-2510091519
it5214,18467-2510100600--32385-1-10968-2510101015
it5215,18467-2510100600--31679-1-10968-2510101015
it5216,18467-2510101320--32385-1-10910-2510101749
it5217,18467-2510101320--31679-1-10910-2510101749
it5218,18467-2510101855--31679-1-10910-2510102338
it5219,18467-2510101855--31679-1-10968-2510110001
it5220,18467-2510101320--31679-1-10968-2510101833
it5221,18467-2510100745--32385-1-10968-2510101215
it5222,18467-2510101855--32385-1-10910-2510102338
it5223,18467-2510101855--32385-1-10968-2510110001
it5224,18467-2510101320--32385-1-10968-2510101833
it5225,18467-2510100820--32695-0-10968-2510101042
it5226,18467-2510101635--32695-0-10968-2510101857
it5227,18467-2510101829--32573-0-10968-2510102105
it5228,18467-2510100814--32573-0-10968-2510101054
it5229,18467-2510101324--32573-0-10968-2510101609
it5230,18467-2510100900--32695-1-10968-2510101311
it5231,18467-2510101400--32695-1-10968-2510101826
it5232,18467-2510100700--32695-1-10968-2510101150
it5233,18467-2510100815--32695-1-10968-2510101311
it5234,18467-2510101000--32695-1-10968-2510101519
it5235,18467-2510100820--31722-0-10968-2510101042
it5236,18467-2510101635--31722-0-10968-2510101857
it5237,18467-2510100900--31722-1-10968-2510101311
it5238,18467-2510101100--31722-1-10968-2510101519
it5239,18467-2510100630--32573-1-10968-2510101127
it5240,18467-2510100600--32385-1-10910-2510101115
it5241,18467-2510110600--32385-1-10968-2510111015
it5242,18467-2510111320--32385-1-10910-2510111749
it5243,18467-2510110745--32385-1-10968-2510111215
it5244,18467-2510111855--32385-1-10910-2510112338
it5245,18467-2510111710--32385-1-10968-2510112211
it5246,18467-2510111320--32385-1-10968-2510111833
it5247,18467-2510111130--32385-1-10968-2510111647
it5248,18467-2510111635--32695-0-10968-2510111857
it5249,18467-2510110820--32695-0-10968-2510111042
it5250,18467-2510111829--32573-0-10968-2510112105
it5251,18467-2510110814--32573-0-10968-2510111054
it5252,18467-2510111324--32573-0-10968-2510111609
it5253,18467-2510110900--32695-1-10968-2510111311
it5254,18467-2510111400--32695-1-10968-2510111826
it5255,18467-2510110700--32695-1-10968-2510111150
it5256,18467-2510111000--32695-1-10968-2510111519
it5257,18467-2510111200--32695-1-10968-2510111826
it5258,18467-2510110820--31722-0-10968-2510111042
it5259,18467-2510111635--31722-0-10968-2510111857
it5260,18467-2510111100--31722-1-10968-2510111519
it5261,18467-2510111500--32573-1-10968-2510111933
it5262,18467-2510110630--32573-1-10968-2510111127
it5263,18467-2510110600--32385-1-10910-2510111115
it5264,18467-2510111155--32573-1-10968-2510111933
it5265,18467-2510120600--32385-1-10968-2510121015
it5266,18467-2510121320--32385-1-10910-2510121749
it5267,18467-2510121320--31679-1-10910-2510121749
it5268,18467-2510120745--32385-1-10968-2510121215
it5269,18467-2510121855--32385-1-10910-2510122338
it5270,18467-2510121320--32385-1-10968-2510121833
it5271,18467-2510121855--32385-1-10968-2510130001
it5272,18467-2510120820--32695-0-10968-2510121042
it5273,18467-2510121635--32695-0-10968-2510121857
it5274,18467-2510121829--32573-0-10968-2510122105
it5275,18467-2510120814--32573-0-10968-2510121054
it5276,18467-2510121324--32573-0-10968-2510121609
it5277,18467-2510120900--32695-1-10968-2510121311
it5278,18467-2510121400--32695-1-10968-2510121826
it5279,18467-2510120700--32695-1-10968-2510121150
it5280,18467-2510121000--32695-1-10968-2510121519
it5281,18390-2510121525--32695-1-10968-2510122133
it5282,18467-2510120820--31722-0-10968-2510121042
it5283,18467-2510121635--31722-0-10968-2510121857
it5284,18467-2510120630--32573-1-10968-2510121127
it5285,18467-2510120600--32385-1-10910-2510121115
it5286,18467-2510130600--32385-1-10968-2510131015
it5287,18467-2510131320--32385-1-10910-2510131749
it5288,18467-2510131320--31679-1-10910-2510131749
it5289,18467-2510130745--32385-1-10968-2510131215
it5290,18467-2510131855--31679-1-10910-2510132338
it5291,18467-2510131710--32385-1-10968-2510132211
it5292,18467-2510131320--32385-1-10968-2510131833
it5293,18467-2510131710--32385-1-10968-2510140001
it5294,18467-2510131855--32385-1-10910-2510132338
it5295,18467-2510131855--32385-1-10968-2510140001
it5296,18467-2510131829--32573-0-10968-2510132105
it5297,18467-2510130814--32573-0-10968-2510131054
it5298,18467-2510131324--32573-0-10968-2510131609
it5299,18467-2510131635--31722-0-10968-2510131857
it5300,18467-2510130820--31722-0-10968-2510131042
it5301,18467-2510131320--32573-1-10968-2510131755
it5302,18467-2510131155--32573-1-10968-2510131755
it5303,18467-2510141829--32573-0-10968-2510142105
it5304,18467-2510140814--32573-0-10968-2510141054
it5305,18467-2510141324--32573-0-10968-2510141609
it5306,18467-2510140600--32385-1-10968-2510141015
it5307,18467-2510141130--32385-1-10910-2510141749
it5308,18467-2510141130--32385-1-10968-2510141833
it5309,18467-2510141320--32385-1-10910-2510141749
it5310,18467-2510141855--32385-1-10910-2510142338
it5311,18467-2510141710--32385-1-10968-2510142211
it5312,18467-2510141855--32385-1-10968-2510150001
it5313,18467-2510141130--32385-1-10968-2510141647
it5314,18467-2510140820--32695-0-10968-2510141042
it5315,18467-2510141635--32695-0-10968-2510141857
it5316,18467-2510140900--32695-1-10968-2510141311
it5317,18467-2510141400--32695-1-10968-2510141826
it5318,18467-2510140815--32695-1-10968-2510141311
it5319,18467-2510141300--32695-1-10968-2510141826
it5320,18467-2510141200--32695-1-10968-2510141826
it5321,18467-2510141635--31722-0-10968-2510141857
it5322,18467-2510140820--31722-0-10968-2510141042
it5323,18467-2510140600--32385-1-10910-2510141115
it5324,18467-2510151320--31679-1-10910-2510151749
it5325,18467-2510151855--31679-1-10910-2510152338
it5326,18467-2510150600--31679-1-10910-2510151115
it5327,18467-2510151130--31679-1-10910-2510151749
it5328,18467-2510151710--31679-1-10910-2510152338
it5329,18467-2510151320--31679-1-10910-2510152034
it5330,18467-2510150745--31679-1-10910-2510151459
it5331,18467-2510151130--31679-1-10910-2510152034
it5332,18467-2510150745--31679-1-10910-2510152034
it5333,18467-2510152315--31679-2-10910-2510161459
it5334,18467-2510150600--32385-1-10968-2510151015
it5335,18467-2510151320--32385-1-10910-2510151749
it5336,18467-2510150745--32385-1-10968-2510151215
it5337,18467-2510151710--32385-1-10968-2510152211
it5338,18467-2510151320--32385-1-10968-2510151833
it5339,18467-2510150820--32695-0-10968-2510151042
it5340,18467-2510151635--32695-0-10968-2510151857
it5341,18467-2510151829--32573-0-10968-2510152105
it5342,18467-2510150814--32573-0-10968-2510151054
it5343,18467-2510151324--32573-0-10968-2510151609
it5344,18467-2510150900--32695-1-10968-2510151311
it5345,18467-2510151400--32695-1-10968-2510151826
it5346,18467-2510150815--32695-1-10968-2510151311
it5347,18467-2510151000--32695-1-10968-2510151519
it5348,18467-2510150900--32695-1-10968-2510151519
it5349,18467-2510150820--31722-0-10968-2510151042
it5350,18467-2510151635--31722-0-10968-2510151857
it5351,18467-2510150630--32573-1-10968-2510151127
it5352,18467-2510161320--31679-1-10910-2510161749
it5353,18467-2510161855--31679-1-10910-2510162338
it5354,18467-2510160600--31679-1-10910-2510161115
it5355,18467-2510161130--31679-1-10910-2510161749
it5356,18467-2510161710--31679-1-10910-2510162338
it5357,18467-2510161320--31679-1-10910-2510162034
it5358,18467-2510160745--31679-1-10910-2510161459
it5359,18467-2510160745--31679-1-10910-2510162034
it5360,18467-2510162315--31679-2-10910-2510171459
it5361,18467-2510160600--32385-1-10968-2510161015
it5362,18467-2510161320--32385-1-10910-2510161749
it5363,18467-2510160745--32385-1-10968-2510161215
it5364,18467-2510161855--32385-1-10910-2510162338
it5365,18467-2510161710--32385-1-10968-2510162211
it5366,18467-2510161320--32385-1-10968-2510161833
it5367,18467-2510160820--32695-0-10968-2510161042
it5368,18467-2510161635--32695-0-10968-2510161857
it5369,18467-2510161829--32573-0-10968-2510162105
it5370,18467-2510160814--32573-0-10968-2510161054
it5371,18467-2510161324--32573-0-10968-2510161609
it5372,18467-2510160900--32695-1-10968-2510161311
it5373,18467-2510161400--32695-1-10968-2510161826
it5374,18467-2510160700--32695-1-10968-2510161150
it5375,18467-2510161000--32695-1-10968-2510161519
it5376,18467-2510161300--32695-1-10968-2510161826
it5377,18467-2510160820--31722-0-10968-2510161042
it5378,18467-2510161635--31722-0-10968-2510161857
it5379,18467-2510161100--31722-1-10968-2510161519
it5380,18467-2510160700--31722-1-10968-2510161150
it5381,18467-2510160630--32573-1-10968-2510161127
it5382,18467-2510170820--31722-0-10968-2510171042
it5383,18467-2510171635--31722-0-10968-2510171857
it5384,18467-2510171829--32573-0-10968-2510172105
it5385,18467-2510170814--32573-0-10968-2510171054
it5386,18467-2510171324--32573-0-10968-2510171609
it5387,18467-2510170600--32385-1-10968-2510171015
it5388,18467-2510171100--31722-1-10968-2510171519
it5389,18467-2510171320--32385-1-10968-2510171833
it5390,18467-2510171320--32385-1-10910-2510171749
it5391,18467-2510170745--32385-1-10968-2510171215
it5392,18467-2510171855--32385-1-10910-2510172338
it5393,18467-2510170600--32385-1-10910-2510171115
it5394,18467-2510171130--32385-1-10968-2510171647
it5395,18467-2510170820--32695-0-10968-2510171042
it5396,18467-2510171635--32695-0-10968-2510171857
it5397,18467-2510170900--32695-1-10968-2510171311
it5398,18467-2510171400--32695-1-10968-2510171826
it5399,18467-2510170700--32695-1-10968-2510171150
it5400,18467-2510170815--32695-1-10968-2510171311
it5401,18467-2510171000--32695-1-10968-2510171519
it5402,18467-2510171500--32573-1-10968-2510171933
it5403,18467-2510170630--32573-1-10968-2510171127
it5404,18467-2510171320--32573-1-10968-2510171933
it5405,18467-2510180820--31722-0-10968-2510181042
it5406,18467-2510181635--31722-0-10968-2510181857
it5407,18467-2510180900--31722-1-10968-2510181311
it5408,18467-2510181100--31722-1-10968-2510181519
it5409,18467-2510181130--32385-1-10968-2510181647
it5410,18467-2510180600--32385-1-10968-2510181015
it5411,18467-2510181320--32385-1-10910-2510181749
it5412,18467-2510181855--32385-1-10910-2510182338
it5413,18467-2510181710--32385-1-10968-2510182211
it5414,18467-2510181320--32385-1-10968-2510181833
it5415,18467-2510181635--32695-0-10968-2510181857
it5416,18467-2510180820--32695-0-10968-2510181042
it5417,18467-2510181829--32573-0-10968-2510182105
it5418,18467-2510180814--32573-0-10968-2510181054
it5419,18467-2510181324--32573-0-10968-2510181609
it5420,18467-2510181400--32695-1-10968-2510181826
it5421,18467-2510180815--32695-1-10968-2510181311
it5422,18467-2510181000--32695-1-10968-2510181519
it5423,18467-2510181200--32695-1-10968-2510181826
it5424,18467-2510180815--32695-1-10968-2510181519
it5425,18467-2510181320--32573-1-10968-2510181755
it5426,18467-2510180630--32573-1-10968-2510181127
it5427,18467-2510181155--32573-1-10968-2510181755
it5428,18467-2510191320--32385-1-10910-2510191749
it5429,18467-2510191320--31679-1-10910-2510191749
it5430,18467-2510190745--32385-1-10968-2510191215
it5431,18467-2510191855--31679-1-10910-2510192338
it5432,18467-2510191855--31679-1-10968-2510200001
it5433,18467-2510190600--32385-1-10968-2510191015
it5434,18467-2510191855--32385-1-10910-2510192338
it5435,18467-2510191320--32385-1-10968-2510191833
it5436,18467-2510190820--32695-0-10968-2510191042
it5437,18467-2510191635--32695-0-10968-2510191857
it5438,18467-2510191829--32573-0-10968-2510192105
it5439,18467-2510190814--32573-0-10968-2510191054
it5440,18467-2510191324--32573-0-10968-2510191609
it5441,18467-2510190900--32695-1-10968-2510191311
it5442,18467-2510190700--32695-1-10968-2510191150
it5443,18467-2510190815--32695-1-10968-2510191311
it5444,18467-2510191000--32695-1-10968-2510191519
it5445,18467-2510190815--32695-1-10968-2510191519
it5446,18467-2510190820--31722-0-10968-2510191042
it5447,18467-2510191635--31722-0-10968-2510191857
it5448,18467-2510191500--32573-1-10968-2510191933
it5449,18467-2510190630--32573-1-10968-2510191127
it5450,18467-2510200600--32385-1-10968-2510201015
it5451,18467-2510201320--32385-1-10910-2510201749
it5452,18467-2510201320--31679-1-10910-2510201749
it5453,18467-2510200745--32385-1-10968-2510201215
it5454,18467-2510201855--31679-1-10910-2510202338
it5455,18467-2510201855--32385-1-10910-2510202338
it5456,18467-2510201710--32385-1-10968-2510202211
it5457,18467-2510201710--32385-1-10968-2510210001
it5458,18467-2510201320--32385-1-10968-2510201833
it5459,18467-2510200820--32695-0-10968-2510201042
it5460,18467-2510201635--32695-0-10968-2510201857
it5461,18467-2510201829--32573-0-10968-2510202105
it5462,18467-2510200814--32573-0-10968-2510201054
it5463,18467-2510201324--32573-0-10968-2510201609
it5464,18467-2510200900--32695-1-10968-2510201311
it5465,18467-2510201400--32695-1-10968-2510201826
it5466,18467-2510200700--32695-1-10968-2510201150
it5467,18467-2510200815--32695-1-10968-2510201311
it5468,18467-2510201000--32695-1-10968-2510201519
it5469,18467-2510201635--31722-0-10968-2510201857
it5470,18467-2510200820--31722-0-10968-2510201042
it5471,18467-2510201320--32573-1-10968-2510201755
it5472,18467-2510201500--32573-1-10968-2510202143
it5473,18467-2510210600--31679-1-10968-2510211015
it5474,18467-2510211320--31679-1-10910-2510211749
it5475,18467-2510210745--31679-1-10968-2510211215
it5476,18467-2510211855--31679-1-10910-2510212338
it5477,18467-2510211710--31679-1-10968-2510212211
it5478,18467-2510211855--31679-1-10968-2510220001
it5479,18467-2510211320--31679-1-10968-2510211833
it5480,18467-2510210600--31679-1-10910-2510211115
it5481,18467-2510211130--31679-1-10968-2510211647
it5482,18467-2510210600--32385-1-10968-2510211015
it5483,18467-2510211320--32385-1-10910-2510211749
it5484,18467-2510210745--32385-1-10968-2510211215
it5485,18467-2510211855--32385-1-10910-2510212338
it5486,18467-2510211710--32385-1-10968-2510212211
it5487,18467-2510211855--32385-1-10968-2510220001
it5488,18467-2510211320--32385-1-10968-2510211833
it5489,18467-2510211130--32385-1-10968-2510211647
it5490,18467-2510210820--32695-0-10968-2510211042
it5491,18467-2510211635--32695-0-10968-2510211857
it5492,18467-2510211829--32573-0-10968-2510212105
it5493,18467-2510210814--32573-0-10968-2510211054
it5494,18467-2510211324--32573-0-10968-2510211609
it5495,18467-2510210900--32695-1-10968-2510211311
it5496,18467-2510211400--32695-1-10968-2510211826
it5497,18467-2510210815--32695-1-10968-2510211311
it5498,18390-2510211525--32695-1-10968-2510212133
it5499,18467-2510211200--32695-1-10968-2510211826
it5500,18467-2510211635--31722-0-10968-2510211857
it5501,18467-2510210820--31722-0-10968-2510211042
it5502,18467-2510211500--32573-1-10968-2510211933
it5503,18467-2510211320--32573-1-10968-2510211755
it5504,18467-2510211155--32573-1-10968-2510211755
it5505,18467-2510220820--31722-0-10968-2510221042
it5506,18467-2510221635--31722-0-10968-2510221857
it5507,18467-2510220900--31722-1-10968-2510221311
it5508,18467-2510220600--32385-1-10968-2510221015
it5509,18467-2510221100--31722-1-10968-2510221519
it5510,18467-2510220745--32385-1-10968-2510221215
it5511,18467-2510221130--32385-1-10968-2510221647
it5512,18467-2510221320--32385-1-10910-2510221749
it5513,18467-2510221855--32385-1-10910-2510222338
it5514,18467-2510221710--32385-1-10968-2510222211
it5515,18467-2510221855--32385-1-10968-2510230001
it5516,18467-2510221635--32695-0-10968-2510221857
it5517,18467-2510220820--32695-0-10968-2510221042
it5518,18467-2510221829--32573-0-10968-2510222105
it5519,18467-2510220814--32573-0-10968-2510221054
it5520,18467-2510221324--32573-0-10968-2510221609
it5521,18467-2510220900--32695-1-10968-2510221311
it5522,18467-2510221400--32695-1-10968-2510221826
it5523,18467-2510220815--32695-1-10968-2510221311
it5524,18467-2510221000--32695-1-10968-2510221519
it5525,18467-2510220900--32695-1-10968-2510221519
it5526,18467-2510221500--32573-1-10968-2510221933
it5527,18467-2510220630--32573-1-10968-2510221127
it5528,18467-2510221320--32573-1-10968-2510221933
it5529,18467-2510221155--32573-1-10968-2510221933
it5530,18467-2510231635--32695-0-10968-2510231857
it5531,18467-2510230820--32695-0-10968-2510231042
it5532,18467-2510231635--31722-0-10968-2510231857
it5533,18467-2510230820--31722-0-10968-2510231042
it5534,18467-2510231829--32573-0-10968-2510232105
it5535,18467-2510230814--32573-0-10968-2510231054
it5536,18467-2510231324--32573-0-10968-2510231609
it5537,18467-2510230900--32695-1-10968-2510231311
it5538,18467-2510230900--31722-1-10968-2510231311
it5539,18467-2510230600--32385-1-10968-2510231015
it5540,18467-2510231320--32385-1-10910-2510231749
it5541,18467-2510230745--32385-1-10968-2510231215
it5542,18467-2510231855--32385-1-10910-2510232338
it5543,18467-2510231130--32385-1-10968-2510231647
it5544,18467-2510231400--32695-1-10968-2510231826
it5545,18467-2510230700--32695-1-10968-2510231150
it5546,18467-2510231300--32695-1-10968-2510231826
it5547,18467-2510230900--32695-1-10968-2510231519
it5548,18467-2510231100--31722-1-10968-2510231519
it5549,18467-2510230630--32573-1-10968-2510231127
it5550,18467-2510241635--31722-0-10968-2510241857
it5551,18467-2510240820--31722-0-10968-2510241042
it5552,18467-2510240900--31722-1-10968-2510241311
it5553,18467-2510241100--31722-1-10968-2510241519
