itinerary_id,cabin_class,price_formatted,flight_number,origin_airport,destination_airport,duration_minutes,stop_count,marketing_airline,operating_airline,is_self_transfer,score,Departure Date,Departure Time,Arrival Date,Arrival Time
18467-2510190900--32695-1-10968-2510191311,business,"C$1,587",5143,Toronto Pearson International,Chicago O'Hare International,115,1,,,False,0.287564,2025-10-19,09:00:00,2025-10-19,09:55:00
18467-2510190900--32695-1-10968-2510191311,business,"C$1,587",3658,Chicago O'Hare International,Dallas Fort Worth International,146,1,,,False,0.287564,2025-10-19,10:45:00,2025-10-19,13:11:00
18467-2510190700--32695-1-10968-2510191150,business,"C$1,587",5141,Toronto Pearson International,Chicago O'Hare International,115,1,,,False,0.21871,2025-10-19,07:00:00,2025-10-19,07:55:00
18467-2510190700--32695-1-10968-2510191150,business,"C$1,587",5186,Chicago O'Hare International,Dallas Fort Worth International,152,1,,,False,0.21871,2025-10-19,09:18:00,2025-10-19,11:50:00
18467-2510190815--32695-1-10968-2510191311,business,"C$1,587",8901,Toronto Pearson International,Chicago O'Hare International,113,1,,,False,0.22498,2025-10-19,08:15:00,2025-10-19,09:08:00
18467-2510190815--32695-1-10968-2510191311,business,"C$1,587",3658,Chicago O'Hare International,Dallas Fort Worth International,146,1,,,False,0.22498,2025-10-19,10:45:00,2025-10-19,13:11:00
18467-2510191000--32695-1-10968-2510191519,business,"C$1,109",8903,Toronto Pearson International,Chicago O'Hare International,113,1,,,False,0.302959,2025-10-19,10:00:00,2025-10-19,10:53:00
18467-2510191000--32695-1-10968-2510191519,business,"C$1,109",4854,Chicago O'Hare International,Dallas Fort Worth International,154,1,,,False,0.302959,2025-10-19,12:45:00,2025-10-19,15:19:00
18467-2510190815--32695-1-10968-2510191519,business,"C$1,109",8901,Toronto Pearson International,Chicago O'Hare International,113,1,,,False,0.271231,2025-10-19,08:15:00,2025-10-19,09:08:00
18467-2510190815--32695-1-10968-2510191519,business,"C$1,109",4854,Chicago O'Hare International,Dallas Fort Worth International,154,1,,,False,0.271231,2025-10-19,12:45:00,2025-10-19,15:19:00
18467-2510190820--31722-0-10968-2510191042,first,C$846,8169,Toronto Pearson International,Dallas Fort Worth International,202,0,,,False,0.999,2025-10-19,08:20:00,2025-10-19,10:42:00
18467-2510191635--31722-0-10968-2510191857,first,"C$1,056",8156,Toronto Pearson International,Dallas Fort Worth International,202,0,,,False,0.732856,2025-10-19,16:35:00,2025-10-19,18:57:00
18467-2510191500--32573-1-10968-2510191933,first,C$739,3608,Toronto Pearson International,Chicago O'Hare International,115,1,,,False,0.426873,2025-10-19,15:00:00,2025-10-19,15:55:00
18467-2510191500--32573-1-10968-2510191933,first,C$739,2499,Chicago O'Hare International,Dallas Fort Worth International,153,1,,,False,0.426873,2025-10-19,17:00:00,2025-10-19,19:33:00
18467-2510190630--32573-1-10968-2510191127,first,C$739,3524,Toronto Pearson International,Chicago O'Hare International,114,1,,,False,0.410661,2025-10-19,06:30:00,2025-10-19,07:24:00
18467-2510190630--32573-1-10968-2510191127,first,C$739,1555,Chicago O'Hare International,Dallas Fort Worth International,162,1,,,False,0.410661,2025-10-19,08:45:00,2025-10-19,11:27:00
18467-2510200600--32385-1-10968-2510201015,economy,C$676,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,140,1,,,False,0.72895,2025-10-20,06:00:00,2025-10-20,08:20:00
18467-2510200600--32385-1-10968-2510201015,economy,C$676,961,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,135,1,,,False,0.72895,2025-10-20,09:00:00,2025-10-20,10:15:00
18467-2510201320--32385-1-10910-2510201749,economy,C$676,2710,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,,,False,0.999,2025-10-20,13:20:00,2025-10-20,15:37:00
18467-2510201320--31679-1-10910-2510201749,economy,C$761,7106,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,,,False,0.579981,2025-10-20,13:20:00,2025-10-20,15:37:00
18467-2510200745--32385-1-10968-2510201215,economy,C$676,2988,Toronto Pearson International,Atlanta Hartsfield-Jackson,135,1,,,False,0.548824,2025-10-20,07:45:00,2025-10-20,10:00:00
18467-2510200745--32385-1-10968-2510201215,economy,C$676,414,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,135,1,,,False,0.548824,2025-10-20,11:00:00,2025-10-20,12:15:00
18467-2510201855--31679-1-10910-2510202338,economy,C$632,6768,Toronto Pearson International,Atlanta Hartsfield-Jackson,141,1,,,False,0.60274,2025-10-20,18:55:00,2025-10-20,21:16:00
18467-2510201855--32385-1-10910-2510202338,economy,C$676,2714,Toronto Pearson International,Atlanta Hartsfield-Jackson,141,1,,,False,0.527414,2025-10-20,18:55:00,2025-10-20,21:16:00
18467-2510201710--32385-1-10968-2510202211,economy,C$607,1053,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,,,False,0.547324,2025-10-20,17:10:00,2025-10-20,19:27:00
18467-2510201710--32385-1-10968-2510202211,economy,C$607,31,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,136,1,,,False,0.547324,2025-10-20,20:55:00,2025-10-20,22:11:00
18467-2510201710--32385-1-10968-2510210001,economy,C$440,1053,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,,,False,0.607197,2025-10-20,17:10:00,2025-10-20,19:27:00
18467-2510201710--32385-1-10968-2510210001,economy,C$440,818,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,136,1,,,False,0.607197,2025-10-20,22:45:00,2025-10-21,00:01:00
18467-2510200600--32385-1-10968-2510201015,premium_economy,C$807,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,140,1,,,False,0.732636,2025-10-20,06:00:00,2025-10-20,08:20:00
18467-2510200600--32385-1-10968-2510201015,premium_economy,C$807,961,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,135,1,,,False,0.732636,2025-10-20,09:00:00,2025-10-20,10:15:00
18467-2510201320--32385-1-10910-2510201749,premium_economy,C$807,2710,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,,,False,0.999,2025-10-20,13:20:00,2025-10-20,15:37:00
18467-2510200745--32385-1-10968-2510201215,premium_economy,C$807,2988,Toronto Pearson International,Atlanta Hartsfield-Jackson,135,1,,,False,0.586715,2025-10-20,07:45:00,2025-10-20,10:00:00
18467-2510200745--32385-1-10968-2510201215,premium_economy,C$807,414,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,135,1,,,False,0.586715,2025-10-20,11:00:00,2025-10-20,12:15:00
18467-2510201855--32385-1-10910-2510202338,premium_economy,C$807,2714,Toronto Pearson International,Atlanta Hartsfield-Jackson,141,1,,,False,0.570627,2025-10-20,18:55:00,2025-10-20,21:16:00
18467-2510201710--32385-1-10968-2510202211,premium_economy,C$738,1053,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,,,False,0.603205,2025-10-20,17:10:00,2025-10-20,19:27:00
18467-2510201710--32385-1-10968-2510202211,premium_economy,C$738,31,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,136,1,,,False,0.603205,2025-10-20,20:55:00,2025-10-20,22:11:00
18467-2510201320--32385-1-10968-2510201833,premium_economy,C$807,2710,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,,,False,0.558592,2025-10-20,13:20:00,2025-10-20,15:37:00
18467-2510201320--32385-1-10968-2510201833,premium_economy,C$807,436,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,138,1,,,False,0.558592,2025-10-20,17:15:00,2025-10-20,18:33:00
18467-2510201710--32385-1-10968-2510210001,premium_economy,C$608,1053,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,,,False,0.592106,2025-10-20,17:10:00,2025-10-20,19:27:00
18467-2510201710--32385-1-10968-2510210001,premium_economy,C$608,818,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,136,1,,,False,0.592106,2025-10-20,22:45:00,2025-10-21,00:01:00
18467-2510200820--32695-0-10968-2510201042,business,C$846,1031,Toronto Pearson International,Dallas Fort Worth International,202,0,,,False,0.470839,2025-10-20,08:20:00,2025-10-20,10:42:00
18467-2510201635--32695-0-10968-2510201857,business,C$846,1029,Toronto Pearson International,Dallas Fort Worth International,202,0,,,False,0.439425,2025-10-20,16:35:00,2025-10-20,18:57:00
18467-2510201829--32573-0-10968-2510202105,business,C$560,1111,Toronto Pearson International,Dallas Fort Worth International,216,0,,,False,0.840068,2025-10-20,18:29:00,2025-10-20,21:05:00
18467-2510200814--32573-0-10968-2510201054,business,C$560,1169,Toronto Pearson International,Dallas Fort Worth International,220,0,,,False,0.999,2025-10-20,08:14:00,2025-10-20,10:54:00
18467-2510201324--32573-0-10968-2510201609,business,C$672,3993,Toronto Pearson International,Dallas Fort Worth International,225,0,,,False,0.638679,2025-10-20,13:24:00,2025-10-20,16:09:00
18467-2510200900--32695-1-10968-2510201311,business,"C$1,587",5143,Toronto Pearson International,Chicago O'Hare International,115,1,,,False,0.289262,2025-10-20,09:00:00,2025-10-20,09:55:00
18467-2510200900--32695-1-10968-2510201311,business,"C$1,587",3658,Chicago O'Hare International,Dallas Fort Worth International,146,1,,,False,0.289262,2025-10-20,10:45:00,2025-10-20,13:11:00
18467-2510201400--32695-1-10968-2510201826,business,"C$1,587",507,Toronto Pearson International,Chicago O'Hare International,114,1,,,False,0.261627,2025-10-20,14:00:00,2025-10-20,14:54:00
18467-2510201400--32695-1-10968-2510201826,business,"C$1,587",4235,Chicago O'Hare International,Dallas Fort Worth International,154,1,,,False,0.261627,2025-10-20,15:52:00,2025-10-20,18:26:00
18467-2510200700--32695-1-10968-2510201150,business,"C$1,587",5141,Toronto Pearson International,Chicago O'Hare International,115,1,,,False,0.211606,2025-10-20,07:00:00,2025-10-20,07:55:00
18467-2510200700--32695-1-10968-2510201150,business,"C$1,587",5186,Chicago O'Hare International,Dallas Fort Worth International,152,1,,,False,0.211606,2025-10-20,09:18:00,2025-10-20,11:50:00
18467-2510200815--32695-1-10968-2510201311,business,"C$1,587",8901,Toronto Pearson International,Chicago O'Hare International,113,1,,,False,0.219192,2025-10-20,08:15:00,2025-10-20,09:08:00
18467-2510200815--32695-1-10968-2510201311,business,"C$1,587",3658,Chicago O'Hare International,Dallas Fort Worth International,146,1,,,False,0.219192,2025-10-20,10:45:00,2025-10-20,13:11:00
18467-2510201000--32695-1-10968-2510201519,business,"C$1,587",8903,Toronto Pearson International,Chicago O'Hare International,113,1,,,False,0.217534,2025-10-20,10:00:00,2025-10-20,10:53:00
18467-2510201000--32695-1-10968-2510201519,business,"C$1,587",4854,Chicago O'Hare International,Dallas Fort Worth International,154,1,,,False,0.217534,2025-10-20,12:45:00,2025-10-20,15:19:00
18467-2510201635--31722-0-10968-2510201857,first,C$846,8156,Toronto Pearson International,Dallas Fort Worth International,202,0,,,False,0.999,2025-10-20,16:35:00,2025-10-20,18:57:00
18467-2510200820--31722-0-10968-2510201042,first,C$846,8169,Toronto Pearson International,Dallas Fort Worth International,202,0,,,False,0.860012,2025-10-20,08:20:00,2025-10-20,10:42:00
18467-2510201320--32573-1-10968-2510201755,first,C$830,3606,Toronto Pearson International,Chicago O'Hare International,115,1,,,False,0.40976,2025-10-20,13:20:00,2025-10-20,14:15:00
18467-2510201320--32573-1-10968-2510201755,first,C$830,2257,Chicago O'Hare International,Dallas Fort Worth International,157,1,,,False,0.40976,2025-10-20,15:18:00,2025-10-20,17:55:00
18467-2510201500--32573-1-10968-2510202143,first,C$582,3608,Toronto Pearson International,Chicago O'Hare International,115,1,,,False,0.497538,2025-10-20,15:00:00,2025-10-20,15:55:00
18467-2510201500--32573-1-10968-2510202143,first,C$582,550,Chicago O'Hare International,Dallas Fort Worth International,173,1,,,False,0.497538,2025-10-20,18:50:00,2025-10-20,21:43:00
18467-2510210600--31679-1-10968-2510211015,economy,C$531,8135,Toronto Pearson International,Atlanta Hartsfield-Jackson,140,1,,,False,0.448325,2025-10-21,06:00:00,2025-10-21,08:20:00
18467-2510210600--31679-1-10968-2510211015,economy,C$531,8080,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,135,1,,,False,0.448325,2025-10-21,09:00:00,2025-10-21,10:15:00
18467-2510211320--31679-1-10910-2510211749,economy,C$491,7106,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,,,False,0.999,2025-10-21,13:20:00,2025-10-21,15:37:00
18467-2510210745--31679-1-10968-2510211215,economy,C$531,7129,Toronto Pearson International,Atlanta Hartsfield-Jackson,135,1,,,False,0.432087,2025-10-21,07:45:00,2025-10-21,10:00:00
18467-2510210745--31679-1-10968-2510211215,economy,C$531,6482,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,135,1,,,False,0.432087,2025-10-21,11:00:00,2025-10-21,12:15:00
18467-2510211855--31679-1-10910-2510212338,economy,C$491,6768,Toronto Pearson International,Atlanta Hartsfield-Jackson,141,1,,,False,0.461072,2025-10-21,18:55:00,2025-10-21,21:16:00
18467-2510211710--31679-1-10968-2510212211,economy,C$531,6638,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,,,False,0.380149,2025-10-21,17:10:00,2025-10-21,19:27:00
18467-2510211710--31679-1-10968-2510212211,economy,C$531,6999,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,136,1,,,False,0.380149,2025-10-21,20:55:00,2025-10-21,22:11:00
18467-2510211855--31679-1-10968-2510220001,economy,C$491,6768,Toronto Pearson International,Atlanta Hartsfield-Jackson,141,1,,,False,0.440705,2025-10-21,18:55:00,2025-10-21,21:16:00
18467-2510211855--31679-1-10968-2510220001,economy,C$491,6499,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,136,1,,,False,0.440705,2025-10-21,22:45:00,2025-10-22,00:01:00
18467-2510211320--31679-1-10968-2510211833,economy,C$491,7106,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,,,False,0.777167,2025-10-21,13:20:00,2025-10-21,15:37:00
18467-2510211320--31679-1-10968-2510211833,economy,C$491,6502,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,138,1,,,False,0.777167,2025-10-21,17:15:00,2025-10-21,18:33:00
18467-2510210600--31679-1-10910-2510211115,economy,C$491,8135,Toronto Pearson International,Atlanta Hartsfield-Jackson,140,1,,,False,0.39558,2025-10-21,06:00:00,2025-10-21,08:20:00
18467-2510211130--31679-1-10968-2510211647,economy,C$531,6479,Toronto Pearson International,Atlanta Hartsfield-Jackson,134,1,,,False,0.39817,2025-10-21,11:30:00,2025-10-21,13:44:00
18467-2510211130--31679-1-10968-2510211647,economy,C$531,6931,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,137,1,,,False,0.39817,2025-10-21,15:30:00,2025-10-21,16:47:00
18467-2510210600--32385-1-10968-2510211015,premium_economy,C$608,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,140,1,,,False,0.592509,2025-10-21,06:00:00,2025-10-21,08:20:00
18467-2510210600--32385-1-10968-2510211015,premium_economy,C$608,961,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,135,1,,,False,0.592509,2025-10-21,09:00:00,2025-10-21,10:15:00
18467-2510211320--32385-1-10910-2510211749,premium_economy,C$608,2710,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,,,False,0.999,2025-10-21,13:20:00,2025-10-21,15:37:00
18467-2510210745--32385-1-10968-2510211215,premium_economy,C$608,2988,Toronto Pearson International,Atlanta Hartsfield-Jackson,135,1,,,False,0.832722,2025-10-21,07:45:00,2025-10-21,10:00:00
18467-2510210745--32385-1-10968-2510211215,premium_economy,C$608,414,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,135,1,,,False,0.832722,2025-10-21,11:00:00,2025-10-21,12:15:00
18467-2510211855--32385-1-10910-2510212338,premium_economy,C$608,2714,Toronto Pearson International,Atlanta Hartsfield-Jackson,141,1,,,False,0.573179,2025-10-21,18:55:00,2025-10-21,21:16:00
18467-2510211710--32385-1-10968-2510212211,premium_economy,C$608,1053,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,,,False,0.563195,2025-10-21,17:10:00,2025-10-21,19:27:00
18467-2510211710--32385-1-10968-2510212211,premium_economy,C$608,31,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,136,1,,,False,0.563195,2025-10-21,20:55:00,2025-10-21,22:11:00
18467-2510211855--32385-1-10968-2510220001,premium_economy,C$608,2714,Toronto Pearson International,Atlanta Hartsfield-Jackson,141,1,,,False,0.552984,2025-10-21,18:55:00,2025-10-21,21:16:00
18467-2510211855--32385-1-10968-2510220001,premium_economy,C$608,818,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,136,1,,,False,0.552984,2025-10-21,22:45:00,2025-10-22,00:01:00
18467-2510211320--32385-1-10968-2510211833,premium_economy,C$608,2710,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,,,False,0.578128,2025-10-21,13:20:00,2025-10-21,15:37:00
18467-2510211320--32385-1-10968-2510211833,premium_economy,C$608,436,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,138,1,,,False,0.578128,2025-10-21,17:15:00,2025-10-21,18:33:00
18467-2510211130--32385-1-10968-2510211647,premium_economy,C$608,2835,Toronto Pearson International,Atlanta Hartsfield-Jackson,134,1,,,False,0.715658,2025-10-21,11:30:00,2025-10-21,13:44:00
18467-2510211130--32385-1-10968-2510211647,premium_economy,C$608,374,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,137,1,,,False,0.715658,2025-10-21,15:30:00,2025-10-21,16:47:00
18467-2510210820--32695-0-10968-2510211042,business,C$846,1031,Toronto Pearson International,Dallas Fort Worth International,202,0,,,False,0.477998,2025-10-21,08:20:00,2025-10-21,10:42:00
18467-2510211635--32695-0-10968-2510211857,business,C$846,1029,Toronto Pearson International,Dallas Fort Worth International,202,0,,,False,0.454291,2025-10-21,16:35:00,2025-10-21,18:57:00
18467-2510211829--32573-0-10968-2510212105,business,C$560,1111,Toronto Pearson International,Dallas Fort Worth International,216,0,,,False,0.851044,2025-10-21,18:29:00,2025-10-21,21:05:00
18467-2510210814--32573-0-10968-2510211054,business,C$560,1169,Toronto Pearson International,Dallas Fort Worth International,220,0,,,False,0.999,2025-10-21,08:14:00,2025-10-21,10:54:00
18467-2510211324--32573-0-10968-2510211609,business,C$672,3993,Toronto Pearson International,Dallas Fort Worth International,225,0,,,False,0.649593,2025-10-21,13:24:00,2025-10-21,16:09:00
18467-2510210900--32695-1-10968-2510211311,business,"C$1,587",5143,Toronto Pearson International,Chicago O'Hare International,115,1,,,False,0.283474,2025-10-21,09:00:00,2025-10-21,09:55:00
18467-2510210900--32695-1-10968-2510211311,business,"C$1,587",3658,Chicago O'Hare International,Dallas Fort Worth International,146,1,,,False,0.283474,2025-10-21,10:45:00,2025-10-21,13:11:00
18467-2510211400--32695-1-10968-2510211826,business,"C$1,109",507,Toronto Pearson International,Chicago O'Hare International,114,1,,,False,0.300228,2025-10-21,14:00:00,2025-10-21,14:54:00
18467-2510211400--32695-1-10968-2510211826,business,"C$1,109",4235,Chicago O'Hare International,Dallas Fort Worth International,154,1,,,False,0.300228,2025-10-21,15:52:00,2025-10-21,18:26:00
18467-2510210815--32695-1-10968-2510211311,business,"C$1,587",8901,Toronto Pearson International,Chicago O'Hare International,113,1,,,False,0.209749,2025-10-21,08:15:00,2025-10-21,09:08:00
18467-2510210815--32695-1-10968-2510211311,business,"C$1,587",3658,Chicago O'Hare International,Dallas Fort Worth International,146,1,,,False,0.209749,2025-10-21,10:45:00,2025-10-21,13:11:00
18390-2510211525--32695-1-10968-2510212133,business,C$968,7968,Toronto Island,Montreal Pierre Elliott Trudeau,80,1,,,False,0.260873,2025-10-21,15:25:00,2025-10-21,16:45:00
18390-2510211525--32695-1-10968-2510212133,business,C$968,1071,Montreal Pierre Elliott Trudeau,Dallas Fort Worth International,248,1,,,False,0.260873,2025-10-21,18:25:00,2025-10-21,21:33:00
18467-2510211200--32695-1-10968-2510211826,business,"C$1,109",505,Toronto Pearson International,Chicago O'Hare International,114,1,,,False,0.246177,2025-10-21,12:00:00,2025-10-21,12:54:00
18467-2510211200--32695-1-10968-2510211826,business,"C$1,109",4235,Chicago O'Hare International,Dallas Fort Worth International,154,1,,,False,0.246177,2025-10-21,15:52:00,2025-10-21,18:26:00
18467-2510211635--31722-0-10968-2510211857,first,C$846,8156,Toronto Pearson International,Dallas Fort Worth International,202,0,,,False,0.999,2025-10-21,16:35:00,2025-10-21,18:57:00
18467-2510210820--31722-0-10968-2510211042,first,C$846,8169,Toronto Pearson International,Dallas Fort Worth International,202,0,,,False,0.814725,2025-10-21,08:20:00,2025-10-21,10:42:00
18467-2510211500--32573-1-10968-2510211933,first,C$582,3608,Toronto Pearson International,Chicago O'Hare International,115,1,,,False,0.627376,2025-10-21,15:00:00,2025-10-21,15:55:00
18467-2510211500--32573-1-10968-2510211933,first,C$582,2499,Chicago O'Hare International,Dallas Fort Worth International,153,1,,,False,0.627376,2025-10-21,17:00:00,2025-10-21,19:33:00
18467-2510211320--32573-1-10968-2510211755,first,C$582,3606,Toronto Pearson International,Chicago O'Hare International,115,1,,,False,0.879641,2025-10-21,13:20:00,2025-10-21,14:15:00
18467-2510211320--32573-1-10968-2510211755,first,C$582,2257,Chicago O'Hare International,Dallas Fort Worth International,157,1,,,False,0.879641,2025-10-21,15:18:00,2025-10-21,17:55:00
18467-2510211155--32573-1-10968-2510211755,first,C$582,3604,Toronto Pearson International,Chicago O'Hare International,115,1,,,False,0.58265,2025-10-21,11:55:00,2025-10-21,12:50:00
18467-2510211155--32573-1-10968-2510211755,first,C$582,2257,Chicago O'Hare International,Dallas Fort Worth International,157,1,,,False,0.58265,2025-10-21,15:18:00,2025-10-21,17:55:00
18467-2510220820--31722-0-10968-2510221042,economy,C$431,8169,Toronto Pearson International,Dallas Fort Worth International,202,0,,,False,0.999,2025-10-22,08:20:00,2025-10-22,10:42:00
18467-2510221635--31722-0-10968-2510221857,economy,C$487,8156,Toronto Pearson International,Dallas Fort Worth International,202,0,,,False,0.756419,2025-10-22,16:35:00,2025-10-22,18:57:00
18467-2510220900--31722-1-10968-2510221311,economy,C$453,1538,Toronto Pearson International,Chicago O'Hare International,115,1,,,False,0.347942,2025-10-22,09:00:00,2025-10-22,09:55:00
18467-2510220900--31722-1-10968-2510221311,economy,C$453,1491,Chicago O'Hare International,Dallas Fort Worth International,146,1,,,False,0.347942,2025-10-22,10:45:00,2025-10-22,13:11:00
18467-2510220600--32385-1-10968-2510221015,economy,C$440,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,140,1,,,False,0.336106,2025-10-22,06:00:00,2025-10-22,08:20:00
18467-2510220600--32385-1-10968-2510221015,economy,C$440,961,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,135,1,,,False,0.336106,2025-10-22,09:00:00,2025-10-22,10:15:00
18467-2510221100--31722-1-10968-2510221519,economy,C$453,3499,Toronto Pearson International,Chicago O'Hare International,119,1,,,False,0.339763,2025-10-22,11:00:00,2025-10-22,11:59:00
18467-2510221100--31722-1-10968-2510221519,economy,C$453,2290,Chicago O'Hare International,Dallas Fort Worth International,154,1,,,False,0.339763,2025-10-22,12:45:00,2025-10-22,15:19:00
18467-2510220745--32385-1-10968-2510221215,economy,C$440,2988,Toronto Pearson International,Atlanta Hartsfield-Jackson,135,1,,,False,0.330502,2025-10-22,07:45:00,2025-10-22,10:00:00
18467-2510220745--32385-1-10968-2510221215,economy,C$440,414,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,135,1,,,False,0.330502,2025-10-22,11:00:00,2025-10-22,12:15:00
18467-2510221130--32385-1-10968-2510221647,economy,C$440,2835,Toronto Pearson International,Atlanta Hartsfield-Jackson,134,1,,,False,0.329027,2025-10-22,11:30:00,2025-10-22,13:44:00
18467-2510221130--32385-1-10968-2510221647,economy,C$440,374,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,137,1,,,False,0.329027,2025-10-22,15:30:00,2025-10-22,16:47:00
18467-2510220600--32385-1-10968-2510221015,premium_economy,C$608,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,140,1,,,False,0.695235,2025-10-22,06:00:00,2025-10-22,08:20:00
18467-2510220600--32385-1-10968-2510221015,premium_economy,C$608,961,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,135,1,,,False,0.695235,2025-10-22,09:00:00,2025-10-22,10:15:00
18467-2510221320--32385-1-10910-2510221749,premium_economy,C$807,2710,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,,,False,0.562111,2025-10-22,13:20:00,2025-10-22,15:37:00
18467-2510220745--32385-1-10968-2510221215,premium_economy,C$608,2988,Toronto Pearson International,Atlanta Hartsfield-Jackson,135,1,,,False,0.574072,2025-10-22,07:45:00,2025-10-22,10:00:00
18467-2510220745--32385-1-10968-2510221215,premium_economy,C$608,414,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,135,1,,,False,0.574072,2025-10-22,11:00:00,2025-10-22,12:15:00
18467-2510221855--32385-1-10910-2510222338,premium_economy,C$608,2714,Toronto Pearson International,Atlanta Hartsfield-Jackson,141,1,,,False,0.579912,2025-10-22,18:55:00,2025-10-22,21:16:00
18467-2510221710--32385-1-10968-2510222211,premium_economy,C$608,1053,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,,,False,0.565288,2025-10-22,17:10:00,2025-10-22,19:27:00
18467-2510221710--32385-1-10968-2510222211,premium_economy,C$608,31,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,136,1,,,False,0.565288,2025-10-22,20:55:00,2025-10-22,22:11:00
18467-2510221855--32385-1-10968-2510230001,premium_economy,C$608,2714,Toronto Pearson International,Atlanta Hartsfield-Jackson,141,1,,,False,0.559924,2025-10-22,18:55:00,2025-10-22,21:16:00
18467-2510221855--32385-1-10968-2510230001,premium_economy,C$608,818,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,136,1,,,False,0.559924,2025-10-22,22:45:00,2025-10-23,00:01:00
18467-2510221130--32385-1-10968-2510221647,premium_economy,C$608,2835,Toronto Pearson International,Atlanta Hartsfield-Jackson,134,1,,,False,0.589229,2025-10-22,11:30:00,2025-10-22,13:44:00
18467-2510221130--32385-1-10968-2510221647,premium_economy,C$608,374,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,137,1,,,False,0.589229,2025-10-22,15:30:00,2025-10-22,16:47:00
18467-2510221635--32695-0-10968-2510221857,business,C$598,1029,Toronto Pearson International,Dallas Fort Worth International,202,0,,,False,0.469371,2025-10-22,16:35:00,2025-10-22,18:57:00
18467-2510220820--32695-0-10968-2510221042,business,C$846,1031,Toronto Pearson International,Dallas Fort Worth International,202,0,,,False,0.460949,2025-10-22,08:20:00,2025-10-22,10:42:00
18467-2510221829--32573-0-10968-2510222105,business,C$560,1111,Toronto Pearson International,Dallas Fort Worth International,216,0,,,False,0.638613,2025-10-22,18:29:00,2025-10-22,21:05:00
18467-2510220814--32573-0-10968-2510221054,business,C$560,1169,Toronto Pearson International,Dallas Fort Worth International,220,0,,,False,0.776931,2025-10-22,08:14:00,2025-10-22,10:54:00
18467-2510221324--32573-0-10968-2510221609,business,C$560,3993,Toronto Pearson International,Dallas Fort Worth International,225,0,,,False,0.999,2025-10-22,13:24:00,2025-10-22,16:09:00
18467-2510220900--32695-1-10968-2510221311,business,"C$1,587",5143,Toronto Pearson International,Chicago O'Hare International,115,1,,,False,0.283824,2025-10-22,09:00:00,2025-10-22,09:55:00
18467-2510220900--32695-1-10968-2510221311,business,"C$1,587",3658,Chicago O'Hare International,Dallas Fort Worth International,146,1,,,False,0.283824,2025-10-22,10:45:00,2025-10-22,13:11:00
18467-2510221400--32695-1-10968-2510221826,business,"C$1,587",507,Toronto Pearson International,Chicago O'Hare International,114,1,,,False,0.253432,2025-10-22,14:00:00,2025-10-22,14:54:00
